edge_id,account_id,entity_type,entity_id,first_seen_at,last_seen_at,interaction_count,event_type
EDGE_00003037,ACC_000760,DEVICE,DEV_RESIDENT_000521,2026-03-19T09:57:10.355131+00:00,2026-08-01T09:57:10.355131+00:00,26,CHECKOUT
EDGE_00003038,ACC_000760,IP,IP_RESIDENT_000284,2026-03-19T09:57:10.355131+00:00,2026-08-10T09:57:10.355131+00:00,27,CHECKOUT
EDGE_00003039,ACC_000760,PAYMENT,CARD_RESIDENT_000618,2026-03-19T09:57:10.355131+00:00,2026-06-06T09:57:10.355131+00:00,15,CHECKOUT
EDGE_00003040,ACC_000760,ADDRESS,ADDR_APT_BLDG_000446,2026-03-19T09:57:10.355131+00:00,2026-07-01T09:57:10.355131+00:00,13,CHECKOUT
EDGE_00003041,ACC_000761,DEVICE,DEV_RESIDENT_000522,2027-03-02T22:39:50.914065+00:00,2027-07-05T22:39:50.914065+00:00,6,CHECKOUT
EDGE_00003042,ACC_000761,IP,IP_RESIDENT_000285,2027-03-02T22:39:50.914065+00:00,2027-03-24T22:39:50.914065+00:00,29,CHECKOUT
EDGE_00003043,ACC_000761,PAYMENT,CARD_RESIDENT_000619,2027-03-02T22:39:50.914065+00:00,2027-06-27T22:39:50.914065+00:00,19,CHECKOUT
EDGE_00003044,ACC_000761,ADDRESS,ADDR_APT_BLDG_000446,2027-03-02T22:39:50.914065+00:00,2027-07-17T22:39:50.914065+00:00,20,CHECKOUT
EDGE_00003045,ACC_000762,DEVICE,DEV_RESIDENT_000523,2026-04-21T14:07:22.382532+00:00,2026-07-07T14:07:22.382532+00:00,10,CHECKOUT
EDGE_00003046,ACC_000762,IP,IP_RESIDENT_000286,2026-04-21T14:07:22.382532+00:00,2026-05-25T14:07:22.382532+00:00,27,CHECKOUT
EDGE_00003047,ACC_000762,PAYMENT,CARD_RESIDENT_000620,2026-04-21T14:07:22.382532+00:00,2026-08-10T14:07:22.382532+00:00,17,CHECKOUT
EDGE_00003048,ACC_000762,ADDRESS,ADDR_APT_BLDG_000446,2026-04-21T14:07:22.382532+00:00,2026-06-07T14:07:22.382532+00:00,8,CHECKOUT
EDGE_00003049,ACC_000763,DEVICE,DEV_RESIDENT_000524,2026-03-10T05:57:49.415416+00:00,2026-06-08T05:57:49.415416+00:00,9,CHECKOUT
EDGE_00003050,ACC_000763,IP,IP_RESIDENT_000287,2026-03-10T05:57:49.415416+00:00,2026-05-09T05:57:49.415416+00:00,20,CHECKOUT
EDGE_00003051,ACC_000763,PAYMENT,CARD_RESIDENT_000621,2026-03-10T05:57:49.415416+00:00,2026-08-06T05:57:49.415416+00:00,28,CHECKOUT
EDGE_00003052,ACC_000763,ADDRESS,ADDR_APT_BLDG_000446,2026-03-10T05:57:49.415416+00:00,2026-07-29T05:57:49.415416+00:00,25,CHECKOUT
EDGE_00003053,ACC_000764,DEVICE,DEV_RESIDENT_000525,2026-10-13T03:44:10.809479+00:00,2026-11-14T03:44:10.809479+00:00,11,CHECKOUT
EDGE_00003054,ACC_000764,IP,IP_RESIDENT_000288,2026-10-13T03:44:10.809479+00:00,2026-12-26T03:44:10.809479+00:00,27,CHECKOUT
EDGE_00003055,ACC_000764,PAYMENT,CARD_RESIDENT_000622,2026-10-13T03:44:10.809479+00:00,2026-12-22T03:44:10.809479+00:00,27,CHECKOUT
EDGE_00003056,ACC_000764,ADDRESS,ADDR_APT_BLDG_000446,2026-10-13T03:44:10.809479+00:00,2027-02-05T03:44:10.809479+00:00,25,CHECKOUT
EDGE_00003057,ACC_000765,DEVICE,DEV_RESIDENT_000526,2026-11-08T13:51:54.953187+00:00,2027-01-11T13:51:54.953187+00:00,17,CHECKOUT
EDGE_00003058,ACC_000765,IP,IP_RESIDENT_000289,2026-11-08T13:51:54.953187+00:00,2027-02-05T13:51:54.953187+00:00,11,CHECKOUT
EDGE_00003059,ACC_000765,PAYMENT,CARD_RESIDENT_000623,2026-11-08T13:51:54.953187+00:00,2027-02-18T13:51:54.953187+00:00,13,CHECKOUT
EDGE_00003060,ACC_000765,ADDRESS,ADDR_APT_BLDG_000446,2026-11-08T13:51:54.953187+00:00,2027-01-01T13:51:54.953187+00:00,16,CHECKOUT
EDGE_00003061,ACC_000766,DEVICE,DEV_RESIDENT_000527,2026-09-25T06:31:07.273745+00:00,2026-12-24T06:31:07.273745+00:00,17,CHECKOUT
EDGE_00003062,ACC_000766,IP,IP_RESIDENT_000290,2026-09-25T06:31:07.273745+00:00,2026-11-06T06:31:07.273745+00:00,19,CHECKOUT
EDGE_00003063,ACC_000766,PAYMENT,CARD_RESIDENT_000624,2026-09-25T06:31:07.273745+00:00,2027-01-19T06:31:07.273745+00:00,6,CHECKOUT
EDGE_00003064,ACC_000766,ADDRESS,ADDR_APT_BLDG_000446,2026-09-25T06:31:07.273745+00:00,2026-12-30T06:31:07.273745+00:00,27,CHECKOUT
EDGE_00003065,ACC_000767,DEVICE,DEV_RESIDENT_000528,2027-02-12T02:43:40.209328+00:00,2027-07-10T02:43:40.209328+00:00,25,CHECKOUT
EDGE_00003066,ACC_000767,IP,IP_RESIDENT_000291,2027-02-12T02:43:40.209328+00:00,2027-04-20T02:43:40.209328+00:00,14,CHECKOUT
EDGE_00003067,ACC_000767,PAYMENT,CARD_RESIDENT_000625,2027-02-12T02:43:40.209328+00:00,2027-06-18T02:43:40.209328+00:00,17,CHECKOUT
EDGE_00003068,ACC_000767,ADDRESS,ADDR_APT_BLDG_000446,2027-02-12T02:43:40.209328+00:00,2027-04-22T02:43:40.209328+00:00,15,CHECKOUT
EDGE_00003069,ACC_000768,DEVICE,DEV_RESIDENT_000529,2026-08-23T13:14:59.934609+00:00,2026-09-15T13:14:59.934609+00:00,19,CHECKOUT
EDGE_00003070,ACC_000768,IP,IP_RESIDENT_000292,2026-08-23T13:14:59.934609+00:00,2026-10-03T13:14:59.934609+00:00,24,CHECKOUT
EDGE_00003071,ACC_000768,PAYMENT,CARD_RESIDENT_000626,2026-08-23T13:14:59.934609+00:00,2026-10-31T13:14:59.934609+00:00,13,CHECKOUT
EDGE_00003072,ACC_000768,ADDRESS,ADDR_APT_BLDG_000446,2026-08-23T13:14:59.934609+00:00,2026-09-19T13:14:59.934609+00:00,24,CHECKOUT
EDGE_00003073,ACC_000769,DEVICE,DEV_RESIDENT_000530,2026-05-12T17:29:14.944761+00:00,2026-06-12T17:29:14.944761+00:00,8,CHECKOUT
EDGE_00003074,ACC_000769,IP,IP_RESIDENT_000293,2026-05-12T17:29:14.944761+00:00,2026-06-03T17:29:14.944761+00:00,27,CHECKOUT
EDGE_00003075,ACC_000769,PAYMENT,CARD_RESIDENT_000627,2026-05-12T17:29:14.944761+00:00,2026-08-27T17:29:14.944761+00:00,23,CHECKOUT
EDGE_00003076,ACC_000769,ADDRESS,ADDR_APT_BLDG_000446,2026-05-12T17:29:14.944761+00:00,2026-09-29T17:29:14.944761+00:00,13,CHECKOUT
EDGE_00003077,ACC_000770,DEVICE,DEV_RESIDENT_000531,2026-08-15T21:52:04.632117+00:00,2027-01-09T21:52:04.632117+00:00,18,CHECKOUT
EDGE_00003078,ACC_000770,IP,IP_RESIDENT_000294,2026-08-15T21:52:04.632117+00:00,2026-11-25T21:52:04.632117+00:00,23,CHECKOUT
EDGE_00003079,ACC_000770,PAYMENT,CARD_RESIDENT_000628,2026-08-15T21:52:04.632117+00:00,2026-10-21T21:52:04.632117+00:00,29,CHECKOUT
EDGE_00003080,ACC_000770,ADDRESS,ADDR_APT_BLDG_000446,2026-08-15T21:52:04.632117+00:00,2026-11-30T21:52:04.632117+00:00,26,CHECKOUT
EDGE_00003081,ACC_000771,DEVICE,DEV_RESIDENT_000532,2026-10-02T14:34:36.603147+00:00,2027-01-31T14:34:36.603147+00:00,18,CHECKOUT
EDGE_00003082,ACC_000771,IP,IP_RESIDENT_000295,2026-10-02T14:34:36.603147+00:00,2026-10-28T14:34:36.603147+00:00,26,CHECKOUT
EDGE_00003083,ACC_000771,PAYMENT,CARD_RESIDENT_000629,2026-10-02T14:34:36.603147+00:00,2026-12-21T14:34:36.603147+00:00,22,CHECKOUT
EDGE_00003084,ACC_000771,ADDRESS,ADDR_APT_BLDG_000446,2026-10-02T14:34:36.603147+00:00,2027-02-17T14:34:36.603147+00:00,14,CHECKOUT
EDGE_00003085,ACC_000772,DEVICE,DEV_RESIDENT_000533,2026-02-03T21:03:56.860369+00:00,2026-05-08T21:03:56.860369+00:00,24,CHECKOUT
EDGE_00003086,ACC_000772,IP,IP_RESIDENT_000296,2026-02-03T21:03:56.860369+00:00,2026-05-23T21:03:56.860369+00:00,24,CHECKOUT
EDGE_00003087,ACC_000772,PAYMENT,CARD_RESIDENT_000630,2026-02-03T21:03:56.860369+00:00,2026-05-27T21:03:56.860369+00:00,15,CHECKOUT
EDGE_00003088,ACC_000772,ADDRESS,ADDR_APT_BLDG_000446,2026-02-03T21:03:56.860369+00:00,2026-06-20T21:03:56.860369+00:00,10,CHECKOUT
EDGE_00003089,ACC_000773,DEVICE,DEV_RESIDENT_000534,2026-03-12T08:43:13.787793+00:00,2026-05-14T08:43:13.787793+00:00,25,CHECKOUT
EDGE_00003090,ACC_000773,IP,IP_RESIDENT_000297,2026-03-12T08:43:13.787793+00:00,2026-04-14T08:43:13.787793+00:00,9,CHECKOUT
EDGE_00003091,ACC_000773,PAYMENT,CARD_RESIDENT_000631,2026-03-12T08:43:13.787793+00:00,2026-04-27T08:43:13.787793+00:00,12,CHECKOUT
EDGE_00003092,ACC_000773,ADDRESS,ADDR_APT_BLDG_000446,2026-03-12T08:43:13.787793+00:00,2026-05-31T08:43:13.787793+00:00,28,CHECKOUT
EDGE_00003093,ACC_000774,DEVICE,DEV_RESIDENT_000535,2026-06-29T10:05:53.558040+00:00,2026-08-24T10:05:53.558040+00:00,8,CHECKOUT
EDGE_00003094,ACC_000774,IP,IP_RESIDENT_000298,2026-06-29T10:05:53.558040+00:00,2026-10-14T10:05:53.558040+00:00,6,CHECKOUT
EDGE_00003095,ACC_000774,PAYMENT,CARD_RESIDENT_000632,2026-06-29T10:05:53.558040+00:00,2026-08-29T10:05:53.558040+00:00,27,CHECKOUT
EDGE_00003096,ACC_000774,ADDRESS,ADDR_APT_BLDG_000446,2026-06-29T10:05:53.558040+00:00,2026-09-30T10:05:53.558040+00:00,22,CHECKOUT
EDGE_00003097,ACC_000775,DEVICE,DEV_RESIDENT_000536,2026-05-26T07:57:56.682988+00:00,2026-07-18T07:57:56.682988+00:00,27,CHECKOUT
EDGE_00003098,ACC_000775,IP,IP_RESIDENT_000299,2026-05-26T07:57:56.682988+00:00,2026-10-07T07:57:56.682988+00:00,27,CHECKOUT
EDGE_00003099,ACC_000775,PAYMENT,CARD_RESIDENT_000633,2026-05-26T07:57:56.682988+00:00,2026-06-24T07:57:56.682988+00:00,13,CHECKOUT
EDGE_00003100,ACC_000775,ADDRESS,ADDR_APT_BLDG_000446,2026-05-26T07:57:56.682988+00:00,2026-07-01T07:57:56.682988+00:00,8,CHECKOUT
EDGE_00003101,ACC_000776,DEVICE,DEV_RESIDENT_000537,2026-07-21T23:58:36.088270+00:00,2026-08-24T23:58:36.088270+00:00,21,CHECKOUT
EDGE_00003102,ACC_000776,IP,IP_RESIDENT_000300,2026-07-21T23:58:36.088270+00:00,2026-08-26T23:58:36.088270+00:00,28,CHECKOUT
EDGE_00003103,ACC_000776,PAYMENT,CARD_RESIDENT_000634,2026-07-21T23:58:36.088270+00:00,2026-10-27T23:58:36.088270+00:00,7,CHECKOUT
EDGE_00003104,ACC_000776,ADDRESS,ADDR_APT_BLDG_000446,2026-07-21T23:58:36.088270+00:00,2026-09-06T23:58:36.088270+00:00,14,CHECKOUT
EDGE_00003105,ACC_000777,DEVICE,DEV_RESIDENT_000538,2026-01-30T11:39:39.939612+00:00,2026-05-18T11:39:39.939612+00:00,26,CHECKOUT
EDGE_00003106,ACC_000777,IP,IP_RESIDENT_000301,2026-01-30T11:39:39.939612+00:00,2026-05-04T11:39:39.939612+00:00,9,CHECKOUT
EDGE_00003107,ACC_000777,PAYMENT,CARD_RESIDENT_000635,2026-01-30T11:39:39.939612+00:00,2026-06-16T11:39:39.939612+00:00,24,CHECKOUT
EDGE_00003108,ACC_000777,ADDRESS,ADDR_APT_BLDG_000446,2026-01-30T11:39:39.939612+00:00,2026-04-13T11:39:39.939612+00:00,19,CHECKOUT
EDGE_00003109,ACC_000778,DEVICE,DEV_RESIDENT_000539,2026-06-26T22:57:39.619756+00:00,2026-11-12T22:57:39.619756+00:00,25,CHECKOUT
EDGE_00003110,ACC_000778,IP,IP_RESIDENT_000302,2026-06-26T22:57:39.619756+00:00,2026-07-18T22:57:39.619756+00:00,25,CHECKOUT
EDGE_00003111,ACC_000778,PAYMENT,CARD_RESIDENT_000636,2026-06-26T22:57:39.619756+00:00,2026-08-13T22:57:39.619756+00:00,20,CHECKOUT
EDGE_00003112,ACC_000778,ADDRESS,ADDR_APT_BLDG_000446,2026-06-26T22:57:39.619756+00:00,2026-11-16T22:57:39.619756+00:00,27,CHECKOUT
EDGE_00003113,ACC_000779,DEVICE,DEV_RESIDENT_000540,2026-05-26T17:04:20.540539+00:00,2026-08-08T17:04:20.540539+00:00,19,CHECKOUT
EDGE_00003114,ACC_000779,IP,IP_RESIDENT_000303,2026-05-26T17:04:20.540539+00:00,2026-08-10T17:04:20.540539+00:00,27,CHECKOUT
EDGE_00003115,ACC_000779,PAYMENT,CARD_RESIDENT_000637,2026-05-26T17:04:20.540539+00:00,2026-06-17T17:04:20.540539+00:00,29,CHECKOUT
EDGE_00003116,ACC_000779,ADDRESS,ADDR_APT_BLDG_000446,2026-05-26T17:04:20.540539+00:00,2026-09-12T17:04:20.540539+00:00,24,CHECKOUT
EDGE_00003117,ACC_000780,DEVICE,DEV_RESIDENT_000541,2026-02-22T01:46:14.867050+00:00,2026-04-18T01:46:14.867050+00:00,15,CHECKOUT
EDGE_00003118,ACC_000780,IP,IP_RESIDENT_000304,2026-02-22T01:46:14.867050+00:00,2026-07-05T01:46:14.867050+00:00,25,CHECKOUT
EDGE_00003119,ACC_000780,PAYMENT,CARD_RESIDENT_000638,2026-02-22T01:46:14.867050+00:00,2026-04-27T01:46:14.867050+00:00,13,CHECKOUT
EDGE_00003120,ACC_000780,ADDRESS,ADDR_APT_BLDG_000446,2026-02-22T01:46:14.867050+00:00,2026-05-19T01:46:14.867050+00:00,22,CHECKOUT
EDGE_00003121,ACC_000781,DEVICE,DEV_RESIDENT_000542,2026-11-13T11:36:06.569532+00:00,2027-01-16T11:36:06.569532+00:00,7,CHECKOUT
EDGE_00003122,ACC_000781,IP,IP_RESIDENT_000305,2026-11-13T11:36:06.569532+00:00,2026-12-24T11:36:06.569532+00:00,28,CHECKOUT
EDGE_00003123,ACC_000781,PAYMENT,CARD_RESIDENT_000639,2026-11-13T11:36:06.569532+00:00,2027-02-10T11:36:06.569532+00:00,27,CHECKOUT
EDGE_00003124,ACC_000781,ADDRESS,ADDR_APT_BLDG_000446,2026-11-13T11:36:06.569532+00:00,2027-04-06T11:36:06.569532+00:00,7,CHECKOUT
EDGE_00003125,ACC_000782,DEVICE,DEV_RESIDENT_000543,2026-12-28T07:47:33.108597+00:00,2027-04-17T07:47:33.108597+00:00,17,CHECKOUT
EDGE_00003126,ACC_000782,IP,IP_RESIDENT_000306,2026-12-28T07:47:33.108597+00:00,2027-04-29T07:47:33.108597+00:00,28,CHECKOUT
EDGE_00003127,ACC_000782,PAYMENT,CARD_RESIDENT_000640,2026-12-28T07:47:33.108597+00:00,2027-03-29T07:47:33.108597+00:00,19,CHECKOUT
EDGE_00003128,ACC_000782,ADDRESS,ADDR_APT_BLDG_000446,2026-12-28T07:47:33.108597+00:00,2027-03-21T07:47:33.108597+00:00,14,CHECKOUT
EDGE_00003129,ACC_000783,DEVICE,DEV_EMUL_000544,2026-06-14T01:24:34.397289+00:00,2026-06-20T01:24:34.397289+00:00,18,LOGIN
EDGE_00003130,ACC_000783,IP,IP_PROXY_000309,2026-06-14T01:24:34.397289+00:00,2026-06-23T01:24:34.397289+00:00,11,LOGIN
EDGE_00003131,ACC_000783,PAYMENT,CARD_VIRTUAL_000641,2026-06-14T01:24:34.397289+00:00,2026-06-16T01:24:34.397289+00:00,24,CHECKOUT
EDGE_00003132,ACC_000783,ADDRESS,ADDR_DROP_000447,2026-06-14T01:24:34.397289+00:00,2026-06-23T01:24:34.397289+00:00,20,LOGIN
EDGE_00003133,ACC_000784,DEVICE,DEV_EMUL_000544,2026-06-14T01:23:18.507855+00:00,2026-06-16T01:23:18.507855+00:00,27,LOGIN
EDGE_00003134,ACC_000784,IP,IP_PROXY_000308,2026-06-14T01:23:18.507855+00:00,2026-06-19T01:23:18.507855+00:00,29,LOGIN
EDGE_00003135,ACC_000784,PAYMENT,CARD_VIRTUAL_000642,2026-06-14T01:23:18.507855+00:00,2026-06-18T01:23:18.507855+00:00,29,CHECKOUT
EDGE_00003136,ACC_000784,ADDRESS,ADDR_DROP_000447,2026-06-14T01:23:18.507855+00:00,2026-06-20T01:23:18.507855+00:00,21,LOGIN
EDGE_00003137,ACC_000785,DEVICE,DEV_EMUL_000544,2026-06-14T00:30:27.958762+00:00,2026-06-22T00:30:27.958762+00:00,13,LOGIN
EDGE_00003138,ACC_000785,IP,IP_PROXY_000309,2026-06-14T00:30:27.958762+00:00,2026-06-21T00:30:27.958762+00:00,21,LOGIN
EDGE_00003139,ACC_000785,PAYMENT,CARD_VIRTUAL_000643,2026-06-14T00:30:27.958762+00:00,2026-06-18T00:30:27.958762+00:00,15,CHECKOUT
EDGE_00003140,ACC_000785,ADDRESS,ADDR_DROP_000447,2026-06-14T00:30:27.958762+00:00,2026-06-18T00:30:27.958762+00:00,6,LOGIN
EDGE_00003141,ACC_000786,DEVICE,DEV_EMUL_000544,2026-06-14T00:07:39.198047+00:00,2026-06-17T00:07:39.198047+00:00,19,LOGIN
EDGE_00003142,ACC_000786,IP,IP_PROXY_000307,2026-06-14T00:07:39.198047+00:00,2026-06-17T00:07:39.198047+00:00,12,LOGIN
EDGE_00003143,ACC_000786,PAYMENT,CARD_VIRTUAL_000644,2026-06-14T00:07:39.198047+00:00,2026-06-21T00:07:39.198047+00:00,25,CHECKOUT
EDGE_00003144,ACC_000786,ADDRESS,ADDR_DROP_000447,2026-06-14T00:07:39.198047+00:00,2026-06-16T00:07:39.198047+00:00,7,LOGIN
EDGE_00003145,ACC_000787,DEVICE,DEV_EMUL_000544,2026-06-14T00:46:12.002726+00:00,2026-06-19T00:46:12.002726+00:00,5,LOGIN
EDGE_00003146,ACC_000787,IP,IP_PROXY_000307,2026-06-14T00:46:12.002726+00:00,2026-06-18T00:46:12.002726+00:00,24,LOGIN
EDGE_00003147,ACC_000787,PAYMENT,CARD_VIRTUAL_000645,2026-06-14T00:46:12.002726+00:00,2026-06-19T00:46:12.002726+00:00,9,CHECKOUT
EDGE_00003148,ACC_000787,ADDRESS,ADDR_DROP_000447,2026-06-14T00:46:12.002726+00:00,2026-06-16T00:46:12.002726+00:00,21,LOGIN
EDGE_00003149,ACC_000788,DEVICE,DEV_EMUL_000544,2026-06-14T00:38:03.343300+00:00,2026-06-21T00:38:03.343300+00:00,15,LOGIN
EDGE_00003150,ACC_000788,IP,IP_PROXY_000308,2026-06-14T00:38:03.343300+00:00,2026-06-17T00:38:03.343300+00:00,10,LOGIN
EDGE_00003151,ACC_000788,PAYMENT,CARD_VIRTUAL_000646,2026-06-14T00:38:03.343300+00:00,2026-06-16T00:38:03.343300+00:00,11,CHECKOUT
EDGE_00003152,ACC_000788,ADDRESS,ADDR_DROP_000447,2026-06-14T00:38:03.343300+00:00,2026-06-21T00:38:03.343300+00:00,6,LOGIN
EDGE_00003153,ACC_000789,DEVICE,DEV_EMUL_000544,2026-06-14T01:24:01.846072+00:00,2026-06-18T01:24:01.846072+00:00,19,LOGIN
EDGE_00003154,ACC_000789,IP,IP_PROXY_000307,2026-06-14T01:24:01.846072+00:00,2026-06-22T01:24:01.846072+00:00,11,LOGIN
EDGE_00003155,ACC_000789,PAYMENT,CARD_VIRTUAL_000647,2026-06-14T01:24:01.846072+00:00,2026-06-15T01:24:01.846072+00:00,19,CHECKOUT
EDGE_00003156,ACC_000789,ADDRESS,ADDR_DROP_000447,2026-06-14T01:24:01.846072+00:00,2026-06-18T01:24:01.846072+00:00,24,LOGIN
EDGE_00003157,ACC_000790,DEVICE,DEV_EMUL_000544,2026-06-14T01:38:22.433969+00:00,2026-06-18T01:38:22.433969+00:00,8,LOGIN
EDGE_00003158,ACC_000790,IP,IP_PROXY_000310,2026-06-14T01:38:22.433969+00:00,2026-06-22T01:38:22.433969+00:00,21,LOGIN
EDGE_00003159,ACC_000790,PAYMENT,CARD_VIRTUAL_000648,2026-06-14T01:38:22.433969+00:00,2026-06-22T01:38:22.433969+00:00,15,CHECKOUT
EDGE_00003160,ACC_000790,ADDRESS,ADDR_DROP_000447,2026-06-14T01:38:22.433969+00:00,2026-06-16T01:38:22.433969+00:00,13,LOGIN
EDGE_00003161,ACC_000791,DEVICE,DEV_EMUL_000544,2026-06-14T00:26:41.607005+00:00,2026-06-21T00:26:41.607005+00:00,11,LOGIN
EDGE_00003162,ACC_000791,IP,IP_PROXY_000309,2026-06-14T00:26:41.607005+00:00,2026-06-15T00:26:41.607005+00:00,5,LOGIN
EDGE_00003163,ACC_000791,PAYMENT,CARD_VIRTUAL_000649,2026-06-14T00:26:41.607005+00:00,2026-06-18T00:26:41.607005+00:00,18,CHECKOUT
EDGE_00003164,ACC_000791,ADDRESS,ADDR_DROP_000447,2026-06-14T00:26:41.607005+00:00,2026-06-19T00:26:41.607005+00:00,24,LOGIN
EDGE_00003165,ACC_000792,DEVICE,DEV_EMUL_000544,2026-06-14T01:03:23.263702+00:00,2026-06-15T01:03:23.263702+00:00,18,LOGIN
EDGE_00003166,ACC_000792,IP,IP_PROXY_000308,2026-06-14T01:03:23.263702+00:00,2026-06-22T01:03:23.263702+00:00,21,LOGIN
EDGE_00003167,ACC_000792,PAYMENT,CARD_VIRTUAL_000650,2026-06-14T01:03:23.263702+00:00,2026-06-15T01:03:23.263702+00:00,12,CHECKOUT
EDGE_00003168,ACC_000792,ADDRESS,ADDR_DROP_000447,2026-06-14T01:03:23.263702+00:00,2026-06-20T01:03:23.263702+00:00,25,LOGIN
EDGE_00003169,ACC_000793,DEVICE,DEV_EMUL_000544,2026-06-14T00:04:52.380101+00:00,2026-06-22T00:04:52.380101+00:00,6,LOGIN
EDGE_00003170,ACC_000793,IP,IP_PROXY_000308,2026-06-14T00:04:52.380101+00:00,2026-06-23T00:04:52.380101+00:00,19,LOGIN
EDGE_00003171,ACC_000793,PAYMENT,CARD_VIRTUAL_000651,2026-06-14T00:04:52.380101+00:00,2026-06-16T00:04:52.380101+00:00,18,CHECKOUT
EDGE_00003172,ACC_000793,ADDRESS,ADDR_DROP_000447,2026-06-14T00:04:52.380101+00:00,2026-06-15T00:04:52.380101+00:00,12,LOGIN
EDGE_00003173,ACC_000794,DEVICE,DEV_EMUL_000544,2026-06-14T00:25:42.641925+00:00,2026-06-21T00:25:42.641925+00:00,12,LOGIN
EDGE_00003174,ACC_000794,IP,IP_PROXY_000308,2026-06-14T00:25:42.641925+00:00,2026-06-19T00:25:42.641925+00:00,20,LOGIN
EDGE_00003175,ACC_000794,PAYMENT,CARD_VIRTUAL_000652,2026-06-14T00:25:42.641925+00:00,2026-06-17T00:25:42.641925+00:00,5,CHECKOUT
EDGE_00003176,ACC_000794,ADDRESS,ADDR_DROP_000447,2026-06-14T00:25:42.641925+00:00,2026-06-22T00:25:42.641925+00:00,23,LOGIN
EDGE_00003177,ACC_000795,DEVICE,DEV_EMUL_000544,2026-06-14T01:31:24.683558+00:00,2026-06-15T01:31:24.683558+00:00,24,LOGIN
EDGE_00003178,ACC_000795,IP,IP_PROXY_000307,2026-06-14T01:31:24.683558+00:00,2026-06-15T01:31:24.683558+00:00,21,LOGIN
EDGE_00003179,ACC_000795,PAYMENT,CARD_VIRTUAL_000653,2026-06-14T01:31:24.683558+00:00,2026-06-23T01:31:24.683558+00:00,12,CHECKOUT
EDGE_00003180,ACC_000795,ADDRESS,ADDR_DROP_000447,2026-06-14T01:31:24.683558+00:00,2026-06-21T01:31:24.683558+00:00,26,LOGIN
EDGE_00003181,ACC_000796,DEVICE,DEV_EMUL_000544,2026-06-14T01:35:12.467908+00:00,2026-06-15T01:35:12.467908+00:00,24,LOGIN
EDGE_00003182,ACC_000796,IP,IP_PROXY_000308,2026-06-14T01:35:12.467908+00:00,2026-06-16T01:35:12.467908+00:00,12,LOGIN
EDGE_00003183,ACC_000796,PAYMENT,CARD_VIRTUAL_000654,2026-06-14T01:35:12.467908+00:00,2026-06-18T01:35:12.467908+00:00,17,CHECKOUT
EDGE_00003184,ACC_000796,ADDRESS,ADDR_DROP_000447,2026-06-14T01:35:12.467908+00:00,2026-06-23T01:35:12.467908+00:00,10,LOGIN
EDGE_00003185,ACC_000797,DEVICE,DEV_EMUL_000544,2026-06-14T01:33:10.112137+00:00,2026-06-22T01:33:10.112137+00:00,29,LOGIN
EDGE_00003186,ACC_000797,IP,IP_PROXY_000308,2026-06-14T01:33:10.112137+00:00,2026-06-17T01:33:10.112137+00:00,14,LOGIN
EDGE_00003187,ACC_000797,PAYMENT,CARD_VIRTUAL_000655,2026-06-14T01:33:10.112137+00:00,2026-06-21T01:33:10.112137+00:00,5,CHECKOUT
EDGE_00003188,ACC_000797,ADDRESS,ADDR_DROP_000447,2026-06-14T01:33:10.112137+00:00,2026-06-19T01:33:10.112137+00:00,26,LOGIN
EDGE_00003189,ACC_000798,DEVICE,DEV_EMUL_000544,2026-06-14T00:17:05.193060+00:00,2026-06-22T00:17:05.193060+00:00,26,LOGIN
EDGE_00003190,ACC_000798,IP,IP_PROXY_000307,2026-06-14T00:17:05.193060+00:00,2026-06-15T00:17:05.193060+00:00,14,LOGIN
EDGE_00003191,ACC_000798,PAYMENT,CARD_VIRTUAL_000656,2026-06-14T00:17:05.193060+00:00,2026-06-15T00:17:05.193060+00:00,11,CHECKOUT
EDGE_00003192,ACC_000798,ADDRESS,ADDR_DROP_000447,2026-06-14T00:17:05.193060+00:00,2026-06-23T00:17:05.193060+00:00,9,LOGIN
EDGE_00003193,ACC_000799,DEVICE,DEV_EMUL_000544,2026-06-14T01:06:07.450038+00:00,2026-06-17T01:06:07.450038+00:00,18,LOGIN
EDGE_00003194,ACC_000799,IP,IP_PROXY_000309,2026-06-14T01:06:07.450038+00:00,2026-06-22T01:06:07.450038+00:00,22,LOGIN
EDGE_00003195,ACC_000799,PAYMENT,CARD_VIRTUAL_000657,2026-06-14T01:06:07.450038+00:00,2026-06-18T01:06:07.450038+00:00,12,CHECKOUT
EDGE_00003196,ACC_000799,ADDRESS,ADDR_DROP_000447,2026-06-14T01:06:07.450038+00:00,2026-06-23T01:06:07.450038+00:00,29,LOGIN
EDGE_00003197,ACC_000800,DEVICE,DEV_EMUL_000544,2026-06-14T00:50:43.500584+00:00,2026-06-22T00:50:43.500584+00:00,18,LOGIN
EDGE_00003198,ACC_000800,IP,IP_PROXY_000307,2026-06-14T00:50:43.500584+00:00,2026-06-19T00:50:43.500584+00:00,12,LOGIN
EDGE_00003199,ACC_000800,PAYMENT,CARD_VIRTUAL_000658,2026-06-14T00:50:43.500584+00:00,2026-06-15T00:50:43.500584+00:00,18,CHECKOUT
EDGE_00003200,ACC_000800,ADDRESS,ADDR_DROP_000447,2026-06-14T00:50:43.500584+00:00,2026-06-18T00:50:43.500584+00:00,21,LOGIN
EDGE_00003201,ACC_000801,DEVICE,DEV_EMUL_000544,2026-06-14T01:58:58.701337+00:00,2026-06-20T01:58:58.701337+00:00,15,LOGIN
