merchant_id,scenario,baseline_tx_count,current_tx_count,baseline_fraud_count,current_fraud_count,baseline_fraud_rate,current_fraud_rate,baseline_device_count,current_device_count,baseline_suspicious_score,current_suspicious_score,fraud_spike_label,fraud_rate_delta,fraud_rate_ratio,volume_surge_ratio,device_concentration_ratio,suspicious_score_delta
MERCH_STD_00904,standard_stable,2717,115,63,3,0.0232,0.0269,2336,99,0.0407,0.0619,0,0.0037,1.1588,1.0158,1.1616,0.0212
MERCH_HIBAS_00205,high_stable_fraud,959,39,125,5,0.1311,0.1307,640,25,0.2541,0.3642,0,-0.0004,0.997,0.976,1.56,0.1101
MERCH_STD_00194,standard_stable,1160,44,38,1,0.0334,0.0298,818,39,0.0768,0.0836,0,-0.0036,0.8925,0.9103,1.1282,0.0068
MERCH_SPIKE_RUSH_00325,syndicate_bot_rush,550,115,17,39,0.0326,0.3427,451,44,0.0218,0.9197,1,0.3101,10.4832,5.0182,2.6136,0.8979
MERCH_HIBAS_00123,high_stable_fraud,713,29,92,3,0.1303,0.1198,455,20,0.3158,0.3857,0,-0.0105,0.9195,0.9762,1.45,0.0699
MERCH_STD_01269,standard_stable,3070,136,117,6,0.0384,0.0425,2461,117,0.0954,0.0922,0,0.0041,1.1065,1.0632,1.1624,-0.0032
MERCH_STD_00125,standard_stable,963,42,17,1,0.0181,0.0193,695,36,0.0341,0.0623,0,0.0012,1.0659,1.0467,1.1667,0.0282
MERCH_FLASH_00360,flash_sale_high_vol,1972,702,55,14,0.028,0.0193,1544,576,0.0776,0.1084,0,-0.0087,0.6904,8.5436,1.2188,0.0308
MERCH_FLASH_00149,flash_sale_high_vol,1045,301,27,4,0.0267,0.0139,954,246,0.0496,0.0799,0,-0.0128,0.5224,6.9129,1.2236,0.0303
MERCH_STD_00113,standard_stable,2724,117,81,3,0.0298,0.0295,2424,89,0.0342,0.0878,0,-0.0003,0.99,1.0308,1.3146,0.0536
MERCH_STD_01564,standard_stable,2922,126,94,4,0.0323,0.0348,2335,102,0.0569,0.0595,0,0.0025,1.0772,1.0349,1.2353,0.0026
MERCH_FLASH_00443,flash_sale_high_vol,2462,410,31,5,0.0128,0.0133,2101,364,0.0363,0.1156,0,0.0005,1.0388,3.9968,1.1264,0.0793
MERCH_NOISE_00152,low_volume_noise,68,2,1,1,0.0147,0.5,61,2,0.114,0.1719,0,0.4853,33.7905,0.7059,1.0,0.0579
MERCH_FLASH_00065,flash_sale_high_vol,1345,355,37,3,0.0279,0.0084,1173,333,0.0585,0.1075,0,-0.0195,0.3036,6.3346,1.0661,0.049
MERCH_FLASH_00326,flash_sale_high_vol,1751,289,35,3,0.0201,0.0102,1425,245,0.0332,0.1056,0,-0.0099,0.5099,3.9612,1.1796,0.0724
MERCH_HIBAS_00110,high_stable_fraud,1995,83,248,9,0.1244,0.1142,1230,55,0.3415,0.2516,0,-0.0102,0.9181,0.9985,1.5091,-0.0899
MERCH_STD_00257,standard_stable,1776,75,45,2,0.0257,0.0267,1562,67,0.0263,0.0585,0,0.001,1.0388,1.0135,1.1194,0.0322
MERCH_STD_01177,standard_stable,1892,86,53,2,0.0283,0.0242,1541,61,0.0846,0.0816,0,-0.0041,0.8556,1.0909,1.4098,-0.003
MERCH_STD_01022,standard_stable,2518,106,47,2,0.0188,0.017,2007,77,0.0652,0.0445,0,-0.0018,0.9048,1.0103,1.3766,-0.0207
MERCH_SPIKE_ATO_00024,targeted_ato_surge,568,69,19,28,0.0338,0.4,454,29,0.0838,0.8021,1,0.3662,11.8024,2.9155,2.3793,0.7183
MERCH_STD_01197,standard_stable,2362,100,41,2,0.0175,0.0196,2029,70,0.0442,0.0623,0,0.0021,1.1193,1.0161,1.4286,0.0181
MERCH_STD_00377,standard_stable,1153,52,30,1,0.0265,0.0259,869,37,0.0759,0.1174,0,-0.0006,0.9774,1.0824,1.4054,0.0415
MERCH_FLASH_00601,flash_sale_high_vol,1662,457,37,4,0.0224,0.0092,1445,376,0.0606,0.0412,0,-0.0132,0.4133,6.5993,1.2154,-0.0194
MERCH_HIBAS_00153,high_stable_fraud,1607,60,256,10,0.1598,0.1643,1067,41,0.3008,0.3069,0,0.0045,1.0281,0.8961,1.4634,0.0061
MERCH_HIBAS_00185,high_stable_fraud,817,36,90,4,0.1113,0.1009,580,22,0.3112,0.2752,0,-0.0104,0.9066,1.0575,1.6364,-0.036
MERCH_SPIKE_ATO_00138,targeted_ato_surge,764,68,22,18,0.0289,0.2585,611,20,0.0401,0.8286,1,0.2296,8.9172,2.1361,3.4,0.7885
MERCH_ORG_00064,organic_growth,652,35,8,1,0.013,0.0222,554,29,0.0442,0.0707,0,0.0092,1.7023,1.2883,1.2069,0.0265
MERCH_STD_00095,standard_stable,1774,81,25,1,0.0145,0.0126,1312,70,0.093,0.0412,0,-0.0019,0.8699,1.0958,1.1571,-0.0518
MERCH_HIBAS_00074,high_stable_fraud,1873,75,285,11,0.1526,0.1411,1389,54,0.3228,0.2967,0,-0.0115,0.9247,0.961,1.3889,-0.0261
MERCH_SPIKE_RUSH_00421,syndicate_bot_rush,893,256,16,112,0.0183,0.4364,732,88,0.0424,0.7754,1,0.4181,23.7228,6.8802,2.9091,0.733
MERCH_STD_01288,standard_stable,1796,75,70,3,0.0392,0.0348,1297,55,0.0538,0.0437,0,-0.0044,0.888,1.0022,1.3636,-0.0101
MERCH_STD_00160,standard_stable,2167,90,31,2,0.0147,0.0175,1611,72,0.0949,0.1177,0,0.0028,1.1892,0.9968,1.25,0.0228
MERCH_SPIKE_RUSH_00460,syndicate_bot_rush,1938,275,53,64,0.0278,0.232,1589,77,0.0361,0.6684,1,0.2042,8.319,3.4056,3.5714,0.6323
MERCH_SPIKE_ATO_00275,targeted_ato_surge,695,64,11,35,0.0162,0.5543,556,30,0.0395,0.5564,1,0.5381,34.0123,2.2101,2.1333,0.5169
MERCH_SPIKE_ATO_00061,targeted_ato_surge,1114,106,19,40,0.0179,0.373,891,43,0.1182,0.8545,1,0.3551,20.7278,2.2837,2.4651,0.7363
MERCH_FLASH_00087,flash_sale_high_vol,877,141,13,2,0.0154,0.0176,691,122,0.0681,0.1012,0,0.0022,1.1419,3.8586,1.1557,0.0331
MERCH_SPIKE_ATO_00272,targeted_ato_surge,626,69,17,39,0.0285,0.5654,500,26,0.059,0.8034,1,0.5369,19.7727,2.6454,2.6538,0.7444
MERCH_SPIKE_ATO_00007,targeted_ato_surge,891,92,17,32,0.0202,0.3502,712,39,0.1035,0.6419,1,0.33,17.2562,2.4781,2.359,0.5384
MERCH_FLASH_00186,flash_sale_high_vol,2157,494,57,4,0.0266,0.0085,1632,427,0.0473,0.0588,0,-0.0181,0.3221,5.4965,1.1569,0.0115
MERCH_FLASH_00175,flash_sale_high_vol,1571,446,17,6,0.0111,0.0131,1363,403,0.0473,0.0783,0,0.002,1.1786,6.8135,1.1067,0.031
MERCH_STD_00636,standard_stable,1170,40,46,1,0.0399,0.0335,997,28,0.0255,0.1089,0,-0.0064,0.84,0.8205,1.4286,0.0834
MERCH_STD_01243,standard_stable,3419,119,57,2,0.0168,0.0176,2984,84,0.0518,0.114,0,0.0008,1.0473,0.8353,1.4167,0.0622
MERCH_SPIKE_RUSH_00466,syndicate_bot_rush,1551,225,45,80,0.0292,0.3536,1271,74,0.0481,0.8594,1,0.3244,12.0717,3.4816,3.0405,0.8113
MERCH_SPIKE_ATO_00224,targeted_ato_surge,373,44,14,24,0.0382,0.5394,298,17,0.0388,0.6154,1,0.5012,14.0862,2.8311,2.5882,0.5766
MERCH_FLASH_00287,flash_sale_high_vol,2201,690,23,16,0.0108,0.0234,2006,637,0.0323,0.0439,0,0.0126,2.156,7.5239,1.0832,0.0116
MERCH_FLASH_00525,flash_sale_high_vol,1783,401,41,5,0.0234,0.0134,1400,379,0.021,0.0415,0,-0.01,0.5745,5.3976,1.058,0.0205
MERCH_ORG_00159,organic_growth,1347,77,44,1,0.0334,0.0145,1144,65,0.0291,0.0531,0,-0.0189,0.4358,1.3719,1.1846,0.024
MERCH_FLASH_00335,flash_sale_high_vol,1094,326,31,7,0.0286,0.0205,998,261,0.0347,0.0892,0,-0.0081,0.7178,7.1517,1.249,0.0545
MERCH_SPIKE_RUSH_00296,syndicate_bot_rush,1569,307,18,108,0.012,0.3516,1286,109,0.0296,0.7974,1,0.3396,29.0661,4.696,2.8165,0.7678
MERCH_STD_00982,standard_stable,3144,125,83,3,0.0267,0.0274,2446,89,0.0718,0.0931,0,0.0007,1.0261,0.9542,1.4045,0.0213
MERCH_FLASH_00028,flash_sale_high_vol,1794,413,51,9,0.0285,0.0222,1617,370,0.0559,0.0398,0,-0.0063,0.7797,5.5251,1.1162,-0.0161
MERCH_NOISE_00232,low_volume_noise,63,2,1,0,0.0159,0.0,56,2,0.1436,0.0398,0,-0.0159,0.0062,0.7619,1.0,-0.1038
MERCH_SPIKE_ATO_00265,targeted_ato_surge,1017,91,36,54,0.0356,0.5926,813,43,0.076,0.6849,1,0.557,16.6022,2.1475,2.1163,0.6089
MERCH_STD_00118,standard_stable,873,42,26,1,0.0302,0.0266,705,35,0.0962,0.081,0,-0.0036,0.8812,1.1546,1.2,-0.0152
MERCH_STD_00072,standard_stable,3332,114,113,3,0.034,0.0304,2746,99,0.0204,0.0715,0,-0.0036,0.8944,0.8211,1.1515,0.0511
MERCH_FLASH_00220,flash_sale_high_vol,1940,493,44,11,0.023,0.0219,1509,416,0.023,0.0615,0,-0.0011,0.9524,6.099,1.1851,0.0385
MERCH_NOISE_00311,low_volume_noise,81,1,1,0,0.0123,0.0,72,1,0.098,0.223,0,-0.0123,0.0081,0.2963,1.0,0.125
MERCH_NOISE_00302,low_volume_noise,56,3,0,0,0.0,0.0,50,3,0.0684,0.0725,0,0.0,1.0,1.2857,1.0,0.0041
MERCH_STD_00933,standard_stable,1843,74,55,2,0.0301,0.0295,1548,52,0.0632,0.0747,0,-0.0006,0.9801,0.9636,1.4231,0.0115
MERCH_NOISE_00032,low_volume_noise,53,2,0,0,0.0,0.0,47,2,0.1147,0.2138,0,0.0,1.0,0.9057,1.0,0.0991
MERCH_NOISE_00050,low_volume_noise,83,1,0,1,0.0,1.0,74,1,0.0956,0.0785,0,1.0,10001.0,0.2892,1.0,-0.0171
MERCH_SPIKE_ATO_00242,targeted_ato_surge,432,59,9,19,0.023,0.3236,345,27,0.0897,0.6158,1,0.3006,14.013,3.2778,2.1852,0.5261
MERCH_SPIKE_RUSH_00059,syndicate_bot_rush,1691,334,28,81,0.017,0.2434,1386,140,0.0916,0.8315,1,0.2264,14.2398,4.7404,2.3857,0.7399
MERCH_STD_00209,standard_stable,3900,161,145,5,0.0372,0.0338,2980,130,0.0649,0.0706,0,-0.0034,0.9088,0.9908,1.2385,0.0057
MERCH_STD_01401,standard_stable,3011,103,113,3,0.0376,0.0331,2562,85,0.0924,0.0514,0,-0.0045,0.8806,0.821,1.2118,-0.041
MERCH_STD_00267,standard_stable,2566,88,45,1,0.0177,0.015,2081,72,0.0834,0.0953,0,-0.0027,0.8483,0.8231,1.2222,0.0119
MERCH_STD_01295,standard_stable,2229,105,45,2,0.0202,0.0196,1795,85,0.065,0.0413,0,-0.0006,0.9704,1.1306,1.2353,-0.0237
MERCH_SPIKE_RUSH_00401,syndicate_bot_rush,852,184,21,71,0.0257,0.3834,698,60,0.0909,0.9297,1,0.3577,14.8643,5.1831,3.0667,0.8388
MERCH_SPIKE_ATO_00268,targeted_ato_surge,1254,167,31,93,0.0255,0.5589,1003,51,0.0338,0.7975,1,0.5334,21.8359,3.1962,3.2745,0.7637
MERCH_NOISE_00042,low_volume_noise,37,2,1,0,0.027,0.0,33,2,0.1284,0.208,0,-0.027,0.0037,1.2973,1.0,0.0796
MERCH_STD_00998,standard_stable,629,23,7,0,0.0123,0.0144,530,18,0.0626,0.077,0,0.0021,1.1694,0.8776,1.2778,0.0144
MERCH_FLASH_00095,flash_sale_high_vol,1992,387,43,8,0.0216,0.0208,1546,359,0.0344,0.0444,0,-0.0008,0.9631,4.6627,1.078,0.01
MERCH_NOISE_00202,low_volume_noise,91,2,1,1,0.011,0.5,81,2,0.0747,0.0938,0,0.489,45.0541,0.5275,1.0,0.0191
MERCH_STD_01427,standard_stable,1227,51,46,2,0.038,0.038,1103,41,0.0529,0.113,0,0.0,1.0,0.9976,1.2439,0.0601
MERCH_FLASH_00275,flash_sale_high_vol,1399,377,15,9,0.0112,0.0241,1209,327,0.0777,0.092,0,0.0129,2.1416,6.4675,1.1529,0.0143
MERCH_HIBAS_00255,high_stable_fraud,961,39,103,4,0.1073,0.1014,644,23,0.3219,0.2718,0,-0.0059,0.9451,0.974,1.6957,-0.0501
MERCH_NOISE_00178,low_volume_noise,43,1,0,0,0.0,0.0,38,1,0.0676,0.1949,0,0.0,1.0,0.5581,1.0,0.1273
MERCH_HIBAS_00237,high_stable_fraud,985,36,142,5,0.145,0.1316,763,22,0.3582,0.2839,0,-0.0134,0.9076,0.8772,1.6364,-0.0743
MERCH_STD_00637,standard_stable,3204,117,94,4,0.0295,0.0343,2434,88,0.0909,0.0881,0,0.0048,1.1622,0.8764,1.3295,-0.0028
MERCH_STD_01548,standard_stable,3707,144,94,3,0.0254,0.0236,3117,117,0.0879,0.0754,0,-0.0018,0.9294,0.9323,1.2308,-0.0125
MERCH_FLASH_00548,flash_sale_high_vol,1461,426,14,3,0.0101,0.008,1149,404,0.0637,0.088,0,-0.0021,0.7941,6.9979,1.0545,0.0243
MERCH_FLASH_00354,flash_sale_high_vol,755,146,13,4,0.0182,0.0247,618,124,0.0301,0.1198,0,0.0065,1.3552,4.6411,1.1774,0.0897
MERCH_HIBAS_00446,high_stable_fraud,768,26,110,4,0.1433,0.1442,520,17,0.334,0.2684,0,0.0009,1.0063,0.8125,1.5294,-0.0656
MERCH_SPIKE_RUSH_00455,syndicate_bot_rush,1143,251,15,72,0.0138,0.2865,937,86,0.0674,0.8847,1,0.2727,20.6187,5.2703,2.9186,0.8173
MERCH_SPIKE_ATO_00090,targeted_ato_surge,1015,93,36,33,0.0364,0.3601,812,45,0.0711,0.8421,1,0.3237,9.8685,2.199,2.0667,0.771
MERCH_FLASH_00313,flash_sale_high_vol,2288,653,58,11,0.0255,0.0166,2084,542,0.0503,0.0587,0,-0.0089,0.6523,6.8497,1.2048,0.0084
MERCH_STD_00878,standard_stable,924,40,27,1,0.0297,0.0246,823,30,0.0487,0.0824,0,-0.0051,0.8289,1.039,1.3333,0.0337
MERCH_NOISE_00068,low_volume_noise,79,3,1,0,0.0127,0.0,71,3,0.1079,0.2027,0,-0.0127,0.0078,0.9114,1.0,0.0948
MERCH_SPIKE_ATO_00146,targeted_ato_surge,1250,167,36,63,0.0289,0.3759,1000,55,0.1046,0.5543,1,0.347,12.9655,3.2064,3.0364,0.4497
MERCH_NOISE_00308,low_volume_noise,54,3,0,0,0.0,0.0,48,3,0.0222,0.1235,0,0.0,1.0,1.3333,1.0,0.1013
MERCH_SPIKE_RUSH_00422,syndicate_bot_rush,1006,216,22,55,0.0222,0.2538,824,66,0.0303,0.8306,1,0.2316,11.3857,5.1531,3.2727,0.8003
MERCH_STD_00776,standard_stable,600,25,9,0,0.0159,0.0172,536,22,0.042,0.0966,0,0.0013,1.0812,1.0,1.1364,0.0546
MERCH_STD_01417,standard_stable,2850,123,101,4,0.0355,0.0342,2188,108,0.0305,0.0774,0,-0.0013,0.9635,1.0358,1.1389,0.0469
MERCH_STD_01113,standard_stable,1007,43,32,1,0.0318,0.026,737,38,0.0283,0.0835,0,-0.0058,0.8182,1.0248,1.1316,0.0552
MERCH_STD_01446,standard_stable,2320,102,52,2,0.0228,0.0219,1834,83,0.0989,0.0461,0,-0.0009,0.9607,1.0552,1.2289,-0.0528
MERCH_ORG_00141,organic_growth,976,54,13,1,0.0143,0.0158,829,45,0.0379,0.0681,0,0.0015,1.1042,1.3279,1.2,0.0302
MERCH_HIBAS_00269,high_stable_fraud,657,29,96,4,0.1467,0.1449,502,17,0.374,0.2601,0,-0.0018,0.9877,1.0594,1.7059,-0.1139
MERCH_HIBAS_00072,high_stable_fraud,855,44,136,7,0.1598,0.1677,547,35,0.3446,0.4142,0,0.0079,1.0494,1.2351,1.2571,0.0696
MERCH_SPIKE_RUSH_00137,syndicate_bot_rush,1301,224,24,62,0.0191,0.2766,1066,66,0.0304,0.7283,1,0.2575,14.4115,4.1322,3.3939,0.6979
MERCH_HIBAS_00320,high_stable_fraud,1523,69,167,7,0.1098,0.1011,1207,50,0.2599,0.3254,0,-0.0087,0.9208,1.0873,1.38,0.0655
MERCH_SPIKE_ATO_00153,targeted_ato_surge,629,82,24,29,0.0396,0.3532,503,30,0.0979,0.7594,1,0.3136,8.8992,3.1288,2.7333,0.6615
MERCH_HIBAS_00041,high_stable_fraud,1693,68,216,9,0.1276,0.1271,1283,52,0.2506,0.3162,0,-0.0005,0.9961,0.964,1.3077,0.0656
MERCH_SPIKE_RUSH_00278,syndicate_bot_rush,2035,413,21,118,0.0105,0.286,1668,154,0.0957,0.913,1,0.2755,26.9906,4.8708,2.6818,0.8173
MERCH_STD_00487,standard_stable,2169,87,68,3,0.0317,0.0367,1529,69,0.0456,0.0425,0,0.005,1.1572,0.9627,1.2609,-0.0031
MERCH_ORG_00114,organic_growth,1164,63,20,1,0.018,0.0208,989,53,0.0409,0.0244,0,0.0028,1.1547,1.299,1.1887,-0.0165
MERCH_SPIKE_ATO_00266,targeted_ato_surge,1055,126,29,48,0.0275,0.3835,844,40,0.0526,0.8941,1,0.356,13.8986,2.8664,3.15,0.8415
MERCH_STD_01593,standard_stable,3281,150,55,2,0.017,0.0141,2319,106,0.0299,0.0629,0,-0.0029,0.8304,1.0972,1.4151,0.033
MERCH_NOISE_00285,low_volume_noise,43,2,0,0,0.0,0.0,38,2,0.0583,0.2235,0,0.0,1.0,1.1163,1.0,0.1652
MERCH_NOISE_00095,low_volume_noise,32,1,2,0,0.0625,0.0,28,1,0.1327,0.1666,0,-0.0625,0.0016,0.75,1.0,0.0339
MERCH_FLASH_00135,flash_sale_high_vol,1126,292,16,3,0.0143,0.0105,922,255,0.0219,0.085,0,-0.0038,0.7361,6.2238,1.1451,0.0631
MERCH_STD_01537,standard_stable,804,33,16,1,0.0203,0.0196,564,24,0.0234,0.0627,0,-0.0007,0.9657,0.9851,1.375,0.0393
MERCH_FLASH_00631,flash_sale_high_vol,1208,242,20,3,0.0169,0.0106,1108,201,0.0588,0.0338,0,-0.0063,0.6294,4.8079,1.204,-0.025
MERCH_STD_00170,standard_stable,2294,94,75,3,0.0328,0.0285,1769,74,0.0318,0.0473,0,-0.0043,0.8693,0.9834,1.2703,0.0155
MERCH_STD_00339,standard_stable,2835,136,92,4,0.0325,0.032,2348,120,0.0399,0.1087,0,-0.0005,0.9847,1.1513,1.1333,0.0688
MERCH_SPIKE_RUSH_00425,syndicate_bot_rush,1185,177,12,47,0.0105,0.2665,971,56,0.0665,0.9134,1,0.256,25.1509,3.5848,3.1607,0.8469
MERCH_NOISE_00278,low_volume_noise,33,1,0,0,0.0,0.0,29,1,0.0256,0.0359,0,0.0,1.0,0.7273,1.0,0.0103
MERCH_NOISE_00090,low_volume_noise,29,2,0,0,0.0,0.0,26,2,0.039,0.1993,0,0.0,1.0,1.6552,1.0,0.1603
MERCH_STD_01438,standard_stable,3071,110,56,2,0.0183,0.017,2618,84,0.0741,0.0646,0,-0.0013,0.9293,0.8597,1.3095,-0.0095
MERCH_STD_01047,standard_stable,3202,141,70,3,0.022,0.0222,2866,100,0.0227,0.0769,0,0.0002,1.009,1.0568,1.41,0.0542
MERCH_HIBAS_00198,high_stable_fraud,783,29,116,4,0.1483,0.1379,471,20,0.34,0.3403,0,-0.0104,0.9299,0.8889,1.45,0.0003
MERCH_FLASH_00282,flash_sale_high_vol,1054,218,12,4,0.012,0.017,900,193,0.0672,0.0815,0,0.005,1.4132,4.9639,1.1295,0.0143
MERCH_SPIKE_RUSH_00217,syndicate_bot_rush,1377,192,45,53,0.0331,0.2772,1129,53,0.0805,0.6982,1,0.2441,8.3524,3.3464,3.6226,0.6177
MERCH_HIBAS_00352,high_stable_fraud,923,33,106,4,0.1152,0.1172,627,22,0.3995,0.269,0,0.002,1.0173,0.8581,1.5,-0.1305
MERCH_SPIKE_ATO_00120,targeted_ato_surge,814,104,26,29,0.0325,0.2796,651,33,0.1174,0.6123,1,0.2471,8.5798,3.0663,3.1515,0.4949
MERCH_ORG_00097,organic_growth,1254,70,32,2,0.026,0.0286,1065,59,0.0215,0.0386,0,0.0026,1.0996,1.3397,1.1864,0.0171
MERCH_NOISE_00312,low_volume_noise,56,1,0,0,0.0,0.0,50,1,0.0241,0.0823,0,0.0,1.0,0.4286,1.0,0.0582
MERCH_FLASH_00366,flash_sale_high_vol,1404,442,20,6,0.0149,0.0128,1054,354,0.0787,0.0804,0,-0.0021,0.86,7.5556,1.2486,0.0017
MERCH_STD_01400,standard_stable,3379,138,70,3,0.021,0.0231,3011,108,0.0719,0.0593,0,0.0021,1.0995,0.9802,1.2778,-0.0126
MERCH_HIBAS_00471,high_stable_fraud,818,42,83,4,0.1024,0.1015,578,27,0.2512,0.3776,0,-0.0009,0.9912,1.2323,1.5556,0.1264
MERCH_STD_00784,standard_stable,1499,71,28,1,0.0188,0.0167,1159,55,0.03,0.0583,0,-0.0021,0.8889,1.1368,1.2909,0.0283
MERCH_STD_00609,standard_stable,3226,126,98,3,0.0305,0.027,2549,102,0.0999,0.0226,0,-0.0035,0.8856,0.9374,1.2353,-0.0773
MERCH_STD_01049,standard_stable,2286,97,75,3,0.0332,0.0303,1945,77,0.0342,0.0763,0,-0.0029,0.9129,1.0184,1.2597,0.0421
MERCH_ORG_00071,organic_growth,614,33,16,1,0.0265,0.0337,521,28,0.0561,0.0378,0,0.0072,1.2707,1.2899,1.1786,-0.0183
MERCH_FLASH_00370,flash_sale_high_vol,816,166,13,3,0.0161,0.0198,641,156,0.0794,0.0712,0,0.0037,1.2284,4.8824,1.0641,-0.0082
MERCH_HIBAS_00113,high_stable_fraud,1573,71,198,8,0.126,0.1176,1222,43,0.3885,0.2736,0,-0.0084,0.9334,1.0833,1.6512,-0.1149
MERCH_SPIKE_RUSH_00127,syndicate_bot_rush,1242,352,34,126,0.0278,0.3566,1018,131,0.0588,0.7499,1,0.3288,12.7849,6.8019,2.687,0.6911
MERCH_NOISE_00272,low_volume_noise,51,2,0,0,0.0,0.0,45,2,0.0465,0.1715,0,0.0,1.0,0.9412,1.0,0.125
MERCH_HIBAS_00355,high_stable_fraud,732,25,76,3,0.1042,0.1082,459,15,0.2517,0.3905,0,0.004,1.0384,0.8197,1.6667,0.1388
MERCH_STD_01526,standard_stable,3547,127,106,4,0.0301,0.035,2919,99,0.0547,0.0958,0,0.0049,1.1623,0.8593,1.2828,0.0411
MERCH_FLASH_00299,flash_sale_high_vol,1555,327,43,5,0.0278,0.0163,1241,286,0.0609,0.0383,0,-0.0115,0.5878,5.0469,1.1434,-0.0226
MERCH_FLASH_00507,flash_sale_high_vol,1961,312,36,6,0.0185,0.0197,1584,256,0.0294,0.0992,0,0.0012,1.0645,3.8185,1.2188,0.0698
MERCH_STD_01311,standard_stable,2782,102,82,3,0.0296,0.0316,2357,81,0.0472,0.0367,0,0.002,1.0673,0.8799,1.2593,-0.0105
MERCH_STD_00227,standard_stable,837,28,32,1,0.0383,0.0399,713,21,0.083,0.0832,0,0.0016,1.0417,0.8029,1.3333,0.0002
MERCH_SPIKE_RUSH_00374,syndicate_bot_rush,1608,510,47,179,0.0298,0.3516,1318,162,0.0336,0.7926,1,0.3218,11.7625,7.6119,3.1481,0.759
MERCH_FLASH_00053,flash_sale_high_vol,1565,526,32,12,0.021,0.0228,1327,453,0.0619,0.1131,0,0.0018,1.0853,8.0665,1.1611,0.0512
MERCH_STD_00792,standard_stable,2463,119,25,1,0.0102,0.0117,1867,107,0.0454,0.0659,0,0.0015,1.1456,1.1596,1.1121,0.0205
MERCH_STD_01181,standard_stable,1973,85,73,3,0.0372,0.0371,1650,63,0.0251,0.1055,0,-0.0001,0.9973,1.034,1.3492,0.0804
MERCH_HIBAS_00004,high_stable_fraud,1211,46,156,6,0.1291,0.1338,886,32,0.3293,0.37,0,0.0047,1.0364,0.9116,1.4375,0.0407
MERCH_SPIKE_RUSH_00206,syndicate_bot_rush,1613,229,29,118,0.0185,0.5142,1322,97,0.0907,0.9468,1,0.4957,27.6505,3.4073,2.3608,0.8561
MERCH_SPIKE_ATO_00237,targeted_ato_surge,1183,89,38,36,0.0328,0.403,946,42,0.031,0.6517,1,0.3702,12.2523,1.8056,2.119,0.6207
MERCH_SPIKE_ATO_00278,targeted_ato_surge,1053,113,23,63,0.0222,0.558,842,42,0.0607,0.8848,1,0.5358,25.0269,2.5755,2.6905,0.8241
MERCH_STD_00548,standard_stable,3208,122,64,2,0.0202,0.0201,2705,92,0.0806,0.083,0,-0.0001,0.9951,0.9127,1.3261,0.0024
MERCH_ORG_00039,organic_growth,448,23,14,0,0.0322,0.0168,380,19,0.0733,0.0871,0,-0.0154,0.5232,1.2321,1.2105,0.0138
MERCH_SPIKE_ATO_00256,targeted_ato_surge,988,102,21,45,0.0222,0.4429,790,46,0.0787,0.8738,1,0.4207,19.8655,2.4777,2.2174,0.7951
MERCH_HIBAS_00157,high_stable_fraud,1579,67,214,9,0.136,0.14,1223,47,0.3102,0.3802,0,0.004,1.0294,1.0184,1.4255,0.07
MERCH_STD_00043,standard_stable,1752,78,46,2,0.0266,0.0296,1394,60,0.0989,0.0918,0,0.003,1.1124,1.0685,1.3,-0.0071
MERCH_STD_01543,standard_stable,2813,110,86,3,0.0308,0.0305,2167,88,0.0656,0.1191,0,-0.0003,0.9903,0.9385,1.25,0.0535
MERCH_SPIKE_ATO_00293,targeted_ato_surge,756,59,29,34,0.0386,0.5825,604,20,0.0431,0.8096,1,0.5439,15.0543,1.873,2.95,0.7665
MERCH_SPIKE_RUSH_00275,syndicate_bot_rush,675,120,21,61,0.0312,0.5076,553,38,0.0572,0.9359,1,0.4764,16.2204,4.2667,3.1579,0.8787
MERCH_STD_00990,standard_stable,3479,155,70,3,0.0203,0.0182,2718,133,0.0554,0.0435,0,-0.0021,0.8971,1.0693,1.1654,-0.0119
MERCH_STD_01140,standard_stable,3835,156,74,3,0.0195,0.018,3365,122,0.0501,0.1114,0,-0.0015,0.9235,0.9763,1.2787,0.0613
MERCH_SPIKE_RUSH_00445,syndicate_bot_rush,1388,431,48,142,0.0349,0.3305,1138,141,0.0971,0.9307,1,0.2956,9.4457,7.4524,3.0567,0.8336
MERCH_SPIKE_RUSH_00105,syndicate_bot_rush,1426,224,45,68,0.032,0.304,1169,100,0.0968,0.8023,1,0.272,9.4735,3.77,2.24,0.7055
MERCH_STD_00174,standard_stable,2091,97,75,4,0.036,0.0376,1835,85,0.0833,0.0661,0,0.0016,1.0443,1.1133,1.1412,-0.0172
MERCH_ORG_00151,organic_growth,851,48,22,1,0.0264,0.0239,723,40,0.0247,0.0643,0,-0.0025,0.9057,1.3537,1.2,0.0396
MERCH_HIBAS_00274,high_stable_fraud,1013,47,137,6,0.136,0.1225,635,28,0.288,0.2507,0,-0.0135,0.9008,1.1135,1.6786,-0.0373
MERCH_STD_01396,standard_stable,1610,75,30,1,0.0191,0.0172,1213,57,0.0797,0.114,0,-0.0019,0.901,1.118,1.3158,0.0343
MERCH_STD_00649,standard_stable,1565,55,41,2,0.0265,0.0305,1255,43,0.0359,0.0577,0,0.004,1.1504,0.8435,1.2791,0.0218
MERCH_STD_00798,standard_stable,2435,92,24,1,0.0102,0.0121,2153,70,0.0407,0.0636,0,0.0019,1.1845,0.9068,1.3143,0.0229
