account_id,order_count,return_count,refund_count,total_spend,average_order_value,account_age_days,device_count,ip_count,payment_instrument_count,return_rate,refund_rate,high_value_order_count,suspicious_activity_score,device_type,primary_payment_method,abuse_label
ACC_LEGIT_STD_00301,9,0,0,751.89,85.0,408,1,1,2,0.0,0.0,0,0.0381,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00439,26,6,5,3066.1,114.07,452,2,2,3,0.2308,0.1923,5,0.1908,mobile_ios,debit_card,0
ACC_RING_025_0093,24,19,16,4981.44,207.56,38,4,3,3,0.7917,0.6667,11,0.7379,emulator_bot,virtual_card,1
ACC_WARD_00059,41,36,31,5867.48,146.95,130,2,4,3,0.878,0.7561,18,0.5383,mobile_ios,paypal,1
ACC_LEGIT_STD_01727,20,5,5,1319.96,70.59,729,1,2,2,0.25,0.25,2,0.0015,mobile_android,credit_card,0
ACC_LEGIT_STD_02162,8,0,0,384.85,48.54,354,2,3,1,0.0,0.0,0,0.1125,mobile_ios,paypal,0
ACC_LEGIT_STD_00525,11,3,3,548.44,47.59,518,1,1,1,0.2727,0.2727,0,0.0013,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00490,46,10,8,3111.99,69.01,102,3,2,1,0.2174,0.1739,12,0.1716,desktop_chrome,credit_card,0
ACC_LEGIT_ACT_00759,49,12,9,1940.31,41.24,201,1,5,3,0.2449,0.1837,13,0.6432,mobile_android,paypal,0
ACC_WARD_00223,19,14,13,2335.66,127.07,324,2,2,2,0.7368,0.6842,12,0.6204,desktop_chrome,credit_card,1
ACC_LEGIT_STD_02400,15,2,2,1016.0,70.32,555,1,2,2,0.1333,0.1333,1,0.0799,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00489,12,0,0,447.14,40.23,606,1,1,3,0.0,0.0,2,0.0145,mobile_android,credit_card,0
ACC_LEGIT_STD_01995,1,0,0,52.59,52.47,104,1,1,1,0.0,0.0,0,0.0248,mobile_ios,paypal,0
ACC_LEGIT_STD_01628,5,1,1,260.36,48.93,371,1,1,2,0.2,0.2,0,0.0794,mobile_android,credit_card,0
ACC_SLOW_00095,7,3,2,551.6,78.8,187,3,2,2,0.4286,0.2857,1,0.6559,mobile_ios,paypal,1
ACC_LEGIT_STD_00978,9,0,0,494.49,52.96,537,1,3,1,0.0,0.0,0,0.1038,mobile_ios,credit_card,0
ACC_LEGIT_STD_00635,12,0,0,1207.74,98.13,398,1,2,1,0.0,0.0,0,0.0812,mobile_ios,apple_pay,0
ACC_LEGIT_ACT_00047,36,13,11,1341.7,38.99,757,3,1,1,0.3611,0.3056,6,0.4281,mobile_ios,paypal,0
ACC_LEGIT_STD_01418,3,1,1,191.22,67.75,89,1,2,3,0.3333,0.3333,0,0.0491,mobile_ios,credit_card,0
ACC_LEGIT_STD_02851,10,1,1,619.15,62.16,376,1,1,2,0.1,0.1,1,0.0461,mobile_ios,credit_card,0
ACC_LEGIT_STD_00314,7,0,0,579.47,89.94,251,1,1,1,0.0,0.0,1,0.0926,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01671,3,1,0,100.76,36.36,308,1,1,2,0.3333,0.0,1,0.0353,mobile_ios,credit_card,0
ACC_LEGIT_STD_02771,3,0,0,256.93,89.25,161,1,1,1,0.0,0.0,0,0.0697,desktop_chrome,paypal,0
ACC_LEGIT_STD_02393,8,0,0,561.24,73.05,280,2,3,1,0.0,0.0,1,0.1637,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_00005,8,0,0,457.06,57.54,543,1,1,1,0.0,0.0,1,0.0795,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00221,3,0,0,164.67,54.89,27,1,1,1,0.0,0.0,0,0.0455,mobile_android,debit_card,0
ACC_LEGIT_STD_01718,3,0,0,166.24,52.83,446,2,2,1,0.0,0.0,0,0.1325,mobile_android,apple_pay,0
ACC_WARD_00215,46,28,27,6532.42,141.48,70,2,3,2,0.6087,0.587,23,0.8086,desktop_chrome,credit_card,1
ACC_LEGIT_ACT_00820,33,11,9,2803.81,88.67,686,1,2,2,0.3333,0.2727,6,0.3631,desktop_chrome,paypal,0
ACC_LEGIT_STD_02499,11,0,0,458.39,40.84,446,1,1,2,0.0,0.0,0,0.0114,mobile_ios,credit_card,0
ACC_LEGIT_STD_02268,22,2,2,1003.79,43.56,892,1,1,1,0.0909,0.0909,1,0.0132,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00124,1,1,1,15.0,15.0,13,1,2,1,1.0,1.0,0,0.0825,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00282,52,22,20,4532.07,83.3,116,2,1,2,0.4231,0.3846,7,0.7402,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_02427,10,0,0,802.91,86.05,440,1,2,1,0.0,0.0,0,0.0392,mobile_ios,apple_pay,0
ACC_LEGIT_ACT_00713,27,7,6,2897.38,105.85,245,2,2,2,0.2593,0.2222,4,0.1829,desktop_chrome,credit_card,0
ACC_LEGIT_NEW_00071,1,1,1,30.7,30.7,38,1,1,1,1.0,1.0,0,0.0203,mobile_android,credit_card,0
ACC_LEGIT_STD_00552,16,0,0,448.61,29.58,721,1,1,1,0.0,0.0,1,0.0356,mobile_android,credit_card,0
ACC_RING_029_0030,19,13,12,2583.24,135.96,36,3,6,4,0.6842,0.6316,14,0.7461,mobile_android,virtual_card,1
ACC_LEGIT_STD_02141,8,0,0,563.25,73.85,373,1,2,1,0.0,0.0,0,0.0379,mobile_ios,apple_pay,0
ACC_LEGIT_STD_00324,5,1,1,206.46,39.96,251,2,1,1,0.2,0.2,0,0.0797,mobile_ios,paypal,0
ACC_SLOW_00069,11,4,3,911.24,82.84,114,3,2,1,0.3636,0.2727,3,0.5574,mobile_android,virtual_card,1
ACC_LEGIT_STD_01850,5,0,0,356.65,72.12,484,1,1,2,0.0,0.0,0,0.0246,desktop_chrome,debit_card,0
ACC_LEGIT_STD_01036,2,0,0,150.06,71.44,322,1,2,1,0.0,0.0,0,0.0317,mobile_ios,apple_pay,0
ACC_LEGIT_STD_02938,9,1,1,478.5,54.18,339,1,1,1,0.1111,0.1111,0,0.0642,mobile_android,credit_card,0
ACC_LEGIT_STD_02662,5,0,0,135.65,25.34,348,1,1,2,0.0,0.0,0,0.0131,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02672,2,0,0,142.45,73.45,128,1,1,1,0.0,0.0,0,0.0204,mobile_android,apple_pay,0
ACC_LEGIT_STD_00042,6,3,3,514.05,81.18,217,1,3,1,0.5,0.5,0,0.0876,mobile_android,credit_card,0
ACC_LEGIT_STD_00593,9,2,2,723.45,75.57,482,1,1,1,0.2222,0.2222,1,0.1575,desktop_chrome,debit_card,0
ACC_LEGIT_STD_02837,14,1,1,656.16,46.95,663,1,1,1,0.0714,0.0714,2,0.0371,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00769,38,17,14,5284.29,138.64,538,2,1,1,0.4474,0.3684,7,0.3882,mobile_android,credit_card,0
ACC_LEGIT_STD_02898,8,0,0,384.11,50.58,602,1,1,1,0.0,0.0,0,0.0645,mobile_ios,credit_card,0
ACC_LEGIT_STD_00401,10,0,0,307.64,31.07,398,1,1,1,0.0,0.0,1,0.0201,mobile_ios,credit_card,0
ACC_LEGIT_STD_02432,4,0,0,327.59,78.37,486,1,2,1,0.0,0.0,0,0.0414,mobile_android,credit_card,0
ACC_LEGIT_STD_01713,5,0,0,290.39,54.9,481,1,1,1,0.0,0.0,1,0.0393,mobile_android,credit_card,0
ACC_LEGIT_STD_00211,12,0,0,368.23,28.67,616,1,1,1,0.0,0.0,1,0.1076,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00217,13,5,4,637.75,46.85,497,1,1,2,0.3846,0.3077,2,0.0854,mobile_ios,credit_card,0
ACC_LEGIT_NEW_00093,2,1,1,75.88,37.94,3,2,1,1,0.5,0.5,0,0.1662,mobile_android,apple_pay,0
ACC_LEGIT_STD_02602,5,1,1,168.32,31.38,240,1,1,1,0.2,0.2,0,0.1005,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01842,7,0,0,364.7,52.86,245,1,1,1,0.0,0.0,0,0.0051,mobile_ios,credit_card,0
ACC_LEGIT_STD_01334,17,1,1,1215.7,75.76,751,1,1,1,0.0588,0.0588,0,0.0035,mobile_android,debit_card,0
ACC_LEGIT_NEW_00047,1,0,0,57.65,57.65,21,1,1,1,0.0,0.0,0,0.0689,mobile_android,apple_pay,0
ACC_WARD_00217,23,16,14,3810.45,164.12,291,1,2,3,0.6957,0.6087,18,0.7958,desktop_chrome,credit_card,1
ACC_LEGIT_NEW_00017,2,0,0,112.62,56.31,20,1,1,1,0.0,0.0,0,0.4086,mobile_ios,debit_card,0
ACC_LEGIT_STD_00271,6,1,0,238.55,37.12,283,1,1,1,0.1667,0.0,0,0.0428,desktop_safari,paypal,0
ACC_LEGIT_STD_02410,14,2,1,862.64,58.91,529,1,2,3,0.1429,0.0714,0,0.0847,mobile_ios,credit_card,0
ACC_LEGIT_STD_00506,6,5,5,535.36,86.24,225,1,1,1,0.8333,0.8333,0,0.0643,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00037,27,8,7,4399.42,167.87,544,1,1,2,0.2963,0.2593,6,0.1391,mobile_android,paypal,0
ACC_LEGIT_ACT_00685,47,18,15,6047.48,128.28,358,2,1,1,0.383,0.3191,6,0.1494,desktop_chrome,paypal,0
ACC_WARD_00057,41,27,24,8301.28,212.1,227,1,1,2,0.6585,0.5854,29,0.7045,desktop_chrome,credit_card,1
ACC_LEGIT_NEW_00248,2,0,0,67.68,33.84,5,1,2,1,0.0,0.0,0,0.0781,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00594,8,1,1,681.72,87.47,442,1,2,1,0.125,0.125,1,0.1041,mobile_android,credit_card,0
ACC_LEGIT_ACT_00348,23,5,4,2607.63,115.84,548,2,1,1,0.2174,0.1739,6,0.132,mobile_android,credit_card,0
ACC_WARD_00204,29,19,17,6490.7,222.03,272,2,1,3,0.6552,0.5862,18,0.8026,desktop_chrome,paypal,1
ACC_LEGIT_STD_01618,2,0,0,72.67,37.93,159,1,1,1,0.0,0.0,0,0.0189,mobile_ios,credit_card,0
ACC_LEGIT_STD_00270,4,0,0,220.56,55.09,314,2,1,1,0.0,0.0,0,0.1598,mobile_ios,apple_pay,0
ACC_LEGIT_ACT_00665,18,5,4,1445.38,83.68,394,3,2,2,0.2778,0.2222,5,0.2012,desktop_chrome,paypal,0
ACC_LEGIT_ACT_00776,51,15,12,4935.74,94.51,869,1,2,1,0.2941,0.2353,9,0.3902,mobile_android,paypal,0
ACC_LEGIT_STD_01887,7,0,0,355.18,51.55,405,1,3,1,0.0,0.0,1,0.0622,mobile_android,apple_pay,0
ACC_LEGIT_ACT_00489,17,6,5,1705.24,95.55,408,1,1,1,0.3529,0.2941,2,0.1605,mobile_ios,credit_card,0
ACC_LEGIT_STD_01680,6,1,1,282.5,45.01,499,2,1,1,0.1667,0.1667,2,0.103,mobile_android,credit_card,0
ACC_LEGIT_NEW_00208,1,0,0,97.37,97.37,38,1,1,1,0.0,0.0,0,0.1514,mobile_ios,debit_card,0
ACC_LEGIT_STD_00644,6,0,0,519.0,90.47,376,1,1,2,0.0,0.0,1,0.0746,mobile_ios,apple_pay,0
ACC_LEGIT_STD_01164,1,0,0,72.37,71.16,384,1,2,2,0.0,0.0,0,0.0463,mobile_android,credit_card,0
ACC_LEGIT_STD_01489,8,0,0,564.38,70.3,343,1,1,1,0.0,0.0,1,0.0001,desktop_chrome,debit_card,0
ACC_LEGIT_STD_01078,12,2,2,579.98,46.85,487,1,3,1,0.1667,0.1667,0,0.0318,mobile_ios,debit_card,0
ACC_LEGIT_STD_02660,7,0,0,630.53,85.78,164,2,2,1,0.0,0.0,0,0.0776,mobile_ios,debit_card,0
ACC_LEGIT_STD_01470,4,0,0,324.47,76.49,322,1,1,2,0.0,0.0,0,0.1884,mobile_ios,debit_card,0
ACC_LEGIT_STD_01394,2,0,0,108.14,58.08,207,1,2,1,0.0,0.0,0,0.0992,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00440,11,1,1,453.07,42.6,861,1,2,2,0.0909,0.0909,0,0.0908,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_01019,7,2,2,472.2,73.19,371,1,3,1,0.2857,0.2857,1,0.0233,desktop_chrome,credit_card,0
ACC_LEGIT_ACT_00736,41,18,16,3329.05,80.79,174,2,2,3,0.439,0.3902,6,0.112,mobile_android,credit_card,0
ACC_LEGIT_NEW_00185,1,0,0,58.92,58.92,11,1,1,1,0.0,0.0,0,0.1236,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00447,41,11,9,2450.04,61.97,261,1,1,1,0.2683,0.2195,12,0.4361,mobile_android,credit_card,0
ACC_LEGIT_ACT_00534,46,19,17,7140.31,158.1,226,2,2,1,0.413,0.3696,11,0.0646,mobile_ios,debit_card,0
ACC_LEGIT_NEW_00354,1,1,1,76.78,76.78,4,1,1,1,1.0,1.0,0,0.2403,mobile_ios,credit_card,0
ACC_LEGIT_STD_01575,4,0,0,147.68,37.75,230,1,1,2,0.0,0.0,1,0.0632,desktop_chrome,debit_card,0
ACC_LEGIT_STD_02187,18,0,0,993.38,58.09,783,1,1,2,0.0,0.0,1,0.0774,mobile_android,debit_card,0
ACC_RING_020_0289,25,17,13,2773.75,110.95,11,5,6,4,0.68,0.52,14,0.8848,desktop_chrome,virtual_card,1
ACC_LEGIT_STD_01299,6,0,0,361.36,62.9,351,2,1,1,0.0,0.0,0,0.0,mobile_android,debit_card,0
ACC_LEGIT_NEW_00416,1,0,0,76.66,76.66,16,1,1,1,0.0,0.0,0,0.0446,mobile_ios,debit_card,0
ACC_LEGIT_STD_01395,4,0,0,240.0,64.01,253,2,1,1,0.0,0.0,0,0.0013,mobile_android,credit_card,0
ACC_LEGIT_ACT_00785,46,19,15,5945.73,126.7,786,3,2,1,0.413,0.3261,7,0.194,mobile_android,paypal,0
ACC_LEGIT_ACT_00627,12,3,2,1006.33,87.9,505,1,1,1,0.25,0.1667,3,0.0239,mobile_android,credit_card,0
ACC_WARD_00229,31,24,21,5881.19,195.05,34,1,2,2,0.7742,0.6774,24,0.6848,mobile_ios,credit_card,1
ACC_LEGIT_STD_00470,3,1,0,268.25,88.63,250,1,2,1,0.3333,0.0,0,0.0092,mobile_ios,credit_card,0
ACC_LEGIT_STD_00658,1,0,0,69.73,74.69,197,1,3,1,0.0,0.0,0,0.037,desktop_safari,credit_card,0
ACC_SLOW_00093,9,3,2,1082.61,120.29,109,3,2,2,0.3333,0.2222,1,0.795,mobile_ios,credit_card,1
ACC_RING_014_0216,17,14,11,2655.91,156.23,17,3,4,4,0.8235,0.6471,12,0.7517,desktop_chrome,crypto_gift_card,1
ACC_LEGIT_STD_00044,3,1,0,149.61,53.99,102,1,1,1,0.3333,0.0,0,0.1026,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_00468,6,0,0,418.91,65.39,283,1,3,1,0.0,0.0,0,0.0095,mobile_android,credit_card,0
ACC_LEGIT_STD_01743,12,0,0,899.21,75.86,521,1,1,3,0.0,0.0,1,0.0911,mobile_android,credit_card,0
ACC_LEGIT_STD_02908,10,1,1,623.69,65.48,381,2,2,2,0.1,0.1,0,0.0691,mobile_android,credit_card,0
ACC_LEGIT_STD_01963,5,1,1,215.66,40.72,291,1,2,1,0.2,0.2,0,0.2529,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00650,34,6,5,2219.03,64.65,129,2,3,1,0.1765,0.1471,4,0.3263,mobile_ios,credit_card,0
ACC_LEGIT_STD_00378,3,0,0,294.93,96.37,97,1,1,1,0.0,0.0,0,0.0957,mobile_ios,paypal,0
ACC_LEGIT_STD_02549,6,0,0,366.18,66.01,251,2,1,1,0.0,0.0,0,0.0235,mobile_android,debit_card,0
ACC_LEGIT_STD_01983,6,0,0,338.64,54.8,279,1,3,1,0.0,0.0,0,0.0876,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00639,49,17,16,4942.63,102.02,558,2,2,2,0.3469,0.3265,11,0.1778,mobile_android,paypal,0
ACC_SLOW_00061,18,9,7,1241.64,68.98,150,2,2,1,0.5,0.3889,2,0.6033,mobile_android,debit_card,1
ACC_RING_036_0305,8,7,6,1284.8,160.6,18,5,4,5,0.875,0.75,4,0.7365,desktop_chrome,credit_card,1
ACC_LEGIT_STD_02654,14,1,0,888.77,61.42,514,1,1,2,0.0714,0.0,1,0.1223,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00497,53,18,17,7221.81,135.23,688,2,2,3,0.3396,0.3208,7,0.1421,desktop_chrome,debit_card,0
ACC_LEGIT_STD_00730,20,3,2,1150.81,60.65,882,1,1,1,0.15,0.1,2,0.0685,mobile_ios,debit_card,0
ACC_LEGIT_STD_01935,9,1,1,484.3,57.15,472,1,1,2,0.1111,0.1111,2,0.0134,mobile_ios,credit_card,0
ACC_LEGIT_STD_02884,12,0,0,649.63,57.04,445,1,3,1,0.0,0.0,0,0.0291,mobile_ios,credit_card,0
ACC_LEGIT_STD_00039,12,2,1,470.41,41.32,957,1,1,1,0.1667,0.0833,0,0.0302,mobile_android,credit_card,0
ACC_LEGIT_STD_02893,4,0,0,145.79,34.81,159,1,1,2,0.0,0.0,1,0.0571,mobile_android,apple_pay,0
ACC_LEGIT_NEW_00034,3,1,1,159.33,53.11,12,1,1,1,0.3333,0.3333,0,0.0859,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00626,45,16,13,2029.87,46.65,614,2,2,1,0.3556,0.2889,10,0.2158,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00406,15,0,0,1030.85,68.72,670,1,2,1,0.0,0.0,0,0.2385,mobile_android,credit_card,0
ACC_LEGIT_STD_02354,20,1,1,297.03,15.0,835,2,1,1,0.05,0.05,0,0.0153,mobile_android,paypal,0
ACC_LEGIT_NEW_00021,1,0,0,64.34,64.34,24,1,1,1,0.0,0.0,0,0.1406,mobile_android,credit_card,0
ACC_LEGIT_STD_02537,12,1,1,491.37,42.52,558,1,1,1,0.0833,0.0833,0,0.0156,mobile_ios,debit_card,0
ACC_LEGIT_STD_01881,26,1,1,1759.02,73.41,900,1,1,2,0.0385,0.0385,3,0.0274,mobile_android,debit_card,0
ACC_LEGIT_STD_00108,16,2,2,1164.63,74.67,759,1,1,1,0.125,0.125,1,0.0836,mobile_android,debit_card,0
ACC_LEGIT_STD_00514,13,0,0,765.43,55.5,560,2,1,1,0.0,0.0,1,0.043,mobile_ios,credit_card,0
ACC_LEGIT_STD_02452,5,0,0,280.62,52.85,402,3,1,1,0.0,0.0,0,0.0267,desktop_safari,apple_pay,0
ACC_RING_015_0150,19,17,16,2388.68,125.72,9,5,4,4,0.8947,0.8421,13,0.9719,emulator_bot,virtual_card,1
ACC_RING_041_0042,13,9,7,1151.02,88.54,22,3,6,3,0.6923,0.5385,7,0.8406,desktop_chrome,crypto_gift_card,1
ACC_LEGIT_STD_00379,1,0,0,85.74,79.42,141,2,1,1,0.0,0.0,0,0.034,desktop_safari,credit_card,0
ACC_RING_061_0196,14,10,9,1291.5,92.25,7,4,3,4,0.7143,0.6429,6,0.9778,mobile_android,virtual_card,1
ACC_LEGIT_STD_01232,8,1,1,460.45,53.3,158,1,1,3,0.125,0.125,0,0.0099,desktop_chrome,debit_card,0
ACC_LEGIT_NEW_00059,4,0,0,350.32,87.58,32,1,2,1,0.0,0.0,0,0.0858,mobile_ios,credit_card,0
ACC_LEGIT_STD_02668,9,0,0,425.22,51.17,543,1,1,1,0.0,0.0,0,0.0155,mobile_android,debit_card,0
ACC_LEGIT_STD_01407,4,0,0,252.35,59.59,283,1,1,1,0.0,0.0,0,0.0092,mobile_android,debit_card,0
ACC_LEGIT_STD_02036,10,0,0,973.28,90.39,622,1,2,2,0.0,0.0,0,0.0,mobile_ios,apple_pay,0
ACC_LEGIT_ACT_00536,48,18,15,4576.28,98.05,575,3,2,2,0.375,0.3125,7,0.2213,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00241,11,0,0,993.28,84.11,650,3,1,1,0.0,0.0,0,0.0395,mobile_ios,apple_pay,0
ACC_WARD_00061,41,35,29,6501.68,160.82,228,2,2,3,0.8537,0.7073,31,0.6568,mobile_ios,credit_card,1
ACC_LEGIT_ACT_00341,17,6,4,1650.72,96.6,420,3,3,2,0.3529,0.2353,3,0.0585,mobile_ios,apple_pay,0
ACC_LEGIT_ACT_00316,50,11,10,4140.9,79.96,530,4,2,3,0.22,0.2,15,0.4266,mobile_ios,credit_card,0
ACC_LEGIT_STD_02340,9,2,2,936.3,107.01,472,1,2,2,0.2222,0.2222,2,0.0609,mobile_android,paypal,0
ACC_LEGIT_ACT_00338,24,7,6,2406.94,104.4,719,1,3,1,0.2917,0.25,6,0.1973,mobile_ios,paypal,0
ACC_LEGIT_ACT_00014,40,17,15,2570.04,61.42,514,1,2,2,0.425,0.375,8,0.0455,desktop_chrome,debit_card,0
ACC_RING_010_0279,16,10,9,1378.08,86.13,22,4,6,4,0.625,0.5625,9,0.831,emulator_bot,virtual_card,1
ACC_LEGIT_ACT_00232,54,25,23,4377.22,82.09,699,3,2,1,0.463,0.4259,10,0.1512,desktop_chrome,debit_card,0
ACC_LEGIT_ACT_00644,36,7,6,5237.17,151.13,417,1,2,2,0.1944,0.1667,10,0.3244,mobile_ios,credit_card,0
ACC_LEGIT_STD_01700,15,0,0,981.06,67.39,893,2,1,2,0.0,0.0,0,0.1075,mobile_android,apple_pay,0
ACC_LEGIT_STD_02689,1,0,0,66.83,68.92,148,1,1,2,0.0,0.0,0,0.0491,mobile_ios,credit_card,0
ACC_WARD_00195,44,32,29,9129.97,211.88,185,1,1,2,0.7273,0.6591,32,0.6958,mobile_ios,credit_card,1
ACC_LEGIT_STD_01796,24,0,0,1634.86,72.59,909,2,2,3,0.0,0.0,1,0.0675,mobile_android,paypal,0
ACC_LEGIT_ACT_00306,54,19,18,6940.79,127.23,128,1,2,1,0.3519,0.3333,12,0.2351,mobile_android,paypal,0
ACC_LEGIT_ACT_00373,13,4,3,1636.57,122.37,144,2,2,2,0.3077,0.2308,1,0.1948,desktop_chrome,credit_card,0
ACC_LEGIT_STD_00133,11,0,0,445.72,43.28,576,1,1,1,0.0,0.0,0,0.0184,mobile_ios,paypal,0
ACC_LEGIT_ACT_00157,44,15,12,4629.24,102.88,70,1,2,1,0.3409,0.2727,4,0.1171,mobile_ios,credit_card,0
ACC_LEGIT_STD_00121,6,0,0,325.2,50.41,377,1,1,1,0.0,0.0,0,0.0641,mobile_android,apple_pay,0
ACC_LEGIT_STD_02555,4,0,0,263.67,71.65,221,3,2,1,0.0,0.0,0,0.1577,mobile_android,debit_card,0
ACC_LEGIT_STD_00974,7,2,2,282.06,42.28,490,1,2,2,0.2857,0.2857,0,0.0465,mobile_android,credit_card,0
ACC_LEGIT_STD_02855,8,0,0,1078.2,128.93,295,1,3,1,0.0,0.0,1,0.0244,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02569,5,0,0,490.17,101.01,255,1,1,2,0.0,0.0,0,0.0791,mobile_ios,debit_card,0
ACC_LEGIT_STD_00548,6,1,0,460.63,80.69,496,1,1,1,0.1667,0.0,0,0.0578,mobile_android,credit_card,0
ACC_LEGIT_NEW_00284,2,1,1,148.74,74.37,33,1,2,1,0.5,0.5,0,0.1796,desktop_chrome,debit_card,0
ACC_LEGIT_STD_00227,15,1,1,1247.52,86.09,695,1,1,2,0.0667,0.0667,0,0.0203,desktop_chrome,credit_card,0
ACC_LEGIT_ACT_00185,52,14,13,3658.96,73.8,877,1,2,1,0.2692,0.25,13,0.2477,mobile_ios,apple_pay,0
ACC_LEGIT_STD_01846,8,0,0,395.2,52.95,349,1,1,1,0.0,0.0,0,0.0632,mobile_ios,paypal,0
ACC_LEGIT_ACT_00001,15,6,4,1848.48,119.28,548,2,1,2,0.4,0.2667,6,0.3733,mobile_android,credit_card,0
ACC_LEGIT_STD_00690,12,1,1,940.76,72.61,533,1,1,1,0.0833,0.0833,0,0.0108,mobile_android,credit_card,0
ACC_LEGIT_STD_02038,11,0,0,796.29,72.81,616,1,1,1,0.0,0.0,1,0.0878,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00201,23,10,9,2187.38,92.48,569,1,5,2,0.4348,0.3913,1,0.3462,mobile_android,apple_pay,0
ACC_SLOW_00121,17,5,4,1094.12,64.36,163,2,4,3,0.2941,0.2353,6,0.5408,mobile_ios,paypal,1
ACC_LEGIT_STD_02276,8,1,1,302.84,39.23,269,2,1,1,0.125,0.125,1,0.1916,mobile_ios,credit_card,0
ACC_LEGIT_STD_02128,7,0,0,642.76,85.57,328,1,1,3,0.0,0.0,2,0.0228,mobile_android,paypal,0
ACC_LEGIT_STD_02629,3,0,0,164.1,51.8,275,1,1,1,0.0,0.0,0,0.0608,desktop_chrome,debit_card,0
ACC_LEGIT_STD_00375,11,2,2,431.91,39.29,501,1,2,1,0.1818,0.1818,1,0.125,mobile_ios,credit_card,0
ACC_LEGIT_STD_01030,4,0,0,253.53,59.96,376,1,3,1,0.0,0.0,0,0.0124,mobile_android,credit_card,0
ACC_RING_032_0301,9,7,6,1218.42,135.38,14,4,3,3,0.7778,0.6667,3,0.9749,desktop_chrome,virtual_card,1
ACC_LEGIT_STD_01342,10,1,1,714.26,72.9,371,2,1,1,0.1,0.1,0,0.0277,desktop_chrome,debit_card,0
ACC_LEGIT_STD_00643,13,2,2,649.84,48.92,583,1,1,1,0.1538,0.1538,0,0.0644,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01991,2,0,0,107.28,56.85,134,1,1,2,0.0,0.0,0,0.0183,mobile_ios,debit_card,0
ACC_LEGIT_ACT_00081,48,12,10,1961.66,40.44,700,3,2,1,0.25,0.2083,11,0.2582,desktop_chrome,debit_card,0
ACC_WARD_00252,35,30,29,6997.86,207.82,80,2,3,2,0.8571,0.8286,14,0.7244,mobile_ios,credit_card,1
ACC_LEGIT_ACT_00803,13,4,3,1087.22,83.61,670,1,3,2,0.3077,0.2308,1,0.2374,desktop_chrome,credit_card,0
ACC_LEGIT_STD_01100,8,0,0,590.09,69.11,389,1,3,1,0.0,0.0,0,0.0558,mobile_android,credit_card,0
ACC_LEGIT_STD_02967,6,0,0,458.27,71.9,243,1,1,1,0.0,0.0,0,0.0246,mobile_ios,credit_card,0
ACC_LEGIT_ACT_00138,31,13,11,2889.28,92.61,84,1,1,1,0.4194,0.3548,3,0.5688,desktop_chrome,apple_pay,0
ACC_LEGIT_STD_00719,16,3,3,1912.46,120.09,919,1,1,2,0.1875,0.1875,0,0.0008,mobile_android,debit_card,0
ACC_LEGIT_STD_00414,1,0,0,29.53,28.8,162,1,1,1,0.0,0.0,0,0.0868,mobile_ios,credit_card,0
ACC_LEGIT_STD_01163,11,1,1,748.27,65.88,342,1,1,1,0.0909,0.0909,0,0.0753,mobile_android,credit_card,0
ACC_LEGIT_STD_01585,10,2,2,309.88,32.43,661,3,1,1,0.2,0.2,0,0.0312,desktop_safari,paypal,0
ACC_LEGIT_ACT_00548,39,13,11,4912.11,131.46,478,1,2,1,0.3333,0.2821,10,0.3201,mobile_android,paypal,0
ACC_LEGIT_STD_01665,8,1,1,856.67,115.19,526,1,1,1,0.125,0.125,2,0.0053,mobile_android,credit_card,0
ACC_LEGIT_ACT_00127,48,14,12,3366.37,69.03,814,4,1,3,0.2917,0.25,7,0.3227,desktop_chrome,credit_card,0
ACC_LEGIT_STD_02443,10,0,0,904.45,93.58,749,1,1,2,0.0,0.0,1,0.0091,mobile_android,credit_card,0
ACC_LEGIT_STD_02659,3,0,0,321.31,99.99,547,1,2,1,0.0,0.0,0,0.0683,mobile_android,apple_pay,0
