account_id,cluster_id,cluster_size,shared_device_account_count,shared_ip_account_count,shared_payment_account_count,shared_address_account_count,entity_overlap_score,bipartite_degree_centrality,creation_velocity_window_hours,payment_to_device_ratio,account_to_payment_ratio,behavior_similarity_score,temporal_coordination_score,suspicious_behavior_overlap,return_behavior_similarity,transaction_pattern_similarity,is_ring_member_label
ACC_001144,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001145,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001146,RING_00074,24,23,5,0,23,0.5217,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001147,RING_00074,24,23,5,0,23,0.5217,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001148,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001149,RING_00074,24,23,6,0,23,0.5261,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001150,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001151,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001152,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001153,RING_00074,24,23,5,0,23,0.5217,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001154,RING_00074,24,23,5,0,23,0.5217,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001155,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001156,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001157,RING_00074,24,23,5,0,23,0.5217,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001158,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001159,RING_00074,24,23,6,0,23,0.5261,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001160,RING_00074,24,23,6,0,23,0.5261,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001161,RING_00074,24,23,10,0,23,0.5435,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001162,RING_00074,24,23,6,0,23,0.5261,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001163,RING_00074,24,23,6,0,23,0.5261,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001164,RING_00074,24,23,6,0,23,0.5261,1.0,1.61,24.0,1.0,0.705,0.9618,0.8451,0.6467,0.7633,1
ACC_001165,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001166,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001167,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001168,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001169,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001170,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001171,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001172,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001173,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001174,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001175,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001176,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001177,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001178,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001179,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001180,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001181,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001182,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001183,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001184,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001185,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001186,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001187,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001188,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001189,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001190,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001191,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001192,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001193,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001194,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001195,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001196,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001197,RING_00075,33,0,32,0,0,0.1,1.0,8308.76,1.0,1.0,0.7655,0.0057,0.0469,0.9105,0.6205,0
ACC_001198,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001199,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001200,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001201,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001202,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001203,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001204,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001205,RING_00076,8,0,0,0,7,0.2,1.0,310.09,1.0,1.0,0.8795,0.0889,0.7758,0.9388,0.8202,1
ACC_001206,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001207,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001208,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001209,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001210,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001211,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001212,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001213,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001214,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001215,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001216,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001217,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001218,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001219,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001220,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001221,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001222,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001223,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001224,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001225,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001226,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001227,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001228,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001229,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001230,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001231,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001232,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001233,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001234,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001235,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001236,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001237,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001238,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001239,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001240,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001241,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001242,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001243,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001244,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001245,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001246,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001247,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001248,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001249,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001250,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001251,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001252,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001253,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001254,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001255,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001256,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001257,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001258,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001259,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001260,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001261,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001262,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001263,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001264,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001265,RING_00077,60,0,59,0,0,0.1,1.0,8602.04,1.0,1.0,0.79,0.0047,0.044,0.909,0.671,0
ACC_001266,RING_00078,4,0,0,3,0,0.4,1.0,4459.53,0.25,4.0,0.7642,0.0072,0.0361,0.8919,0.6365,0
ACC_001267,RING_00078,4,0,0,3,0,0.4,1.0,4459.53,0.25,4.0,0.7642,0.0072,0.0361,0.8919,0.6365,0
ACC_001268,RING_00078,4,0,0,3,0,0.4,1.0,4459.53,0.25,4.0,0.7642,0.0072,0.0361,0.8919,0.6365,0
ACC_001269,RING_00078,4,0,0,3,0,0.4,1.0,4459.53,0.25,4.0,0.7642,0.0072,0.0361,0.8919,0.6365,0
ACC_001270,RING_00079,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.1071,0.0623,1.0,1.0,0
ACC_001271,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001272,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001273,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001274,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001275,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001276,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001277,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001278,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001279,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001280,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001281,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001282,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001283,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001284,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001285,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001286,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001287,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001288,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001289,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001290,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001291,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001292,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001293,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001294,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001295,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001296,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001297,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001298,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001299,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001300,RING_00080,30,0,29,0,0,0.1,1.0,8508.1,1.0,1.0,0.8132,0.0046,0.0422,0.9142,0.7121,0
ACC_001301,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001302,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001303,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001304,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001305,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001306,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001307,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001308,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001309,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001310,RING_00081,10,9,0,0,0,0.3,1.0,5808.17,10.0,1.0,0.8189,0.0067,0.0467,0.9436,0.6942,0
ACC_001311,RING_00082,35,34,34,0,0,0.4,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001312,RING_00082,35,34,34,0,1,0.4059,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001313,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001314,RING_00082,35,34,34,0,0,0.4,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001315,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001316,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001317,RING_00082,35,34,34,0,1,0.4059,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001318,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001319,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001320,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001321,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001322,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001323,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001324,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001325,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001326,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001327,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001328,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001329,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001330,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001331,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001332,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001333,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001334,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001335,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001336,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001337,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001338,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001339,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001340,RING_00082,35,34,34,0,1,0.4059,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001341,RING_00082,35,34,34,0,2,0.4118,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
ACC_001342,RING_00082,35,34,34,0,1,0.4059,1.0,0.7,35.0,1.0,0.8254,0.9844,0.8889,1.0,0.6507,1
