account_id,cluster_id,created_at,account_age_days,order_count,total_spend,average_order_value,return_count,refund_count,return_rate,refund_rate,high_value_order_count,suspicious_activity_score,device_type,primary_payment_method
ACC_001307,RING_00081,2026-12-15T17:10:21.668991+00:00,1,18,1835.28,101.96,0,0,0.0,0.0,1,0.0595,mobile_ios,credit_card
ACC_001308,RING_00081,2026-09-29T01:23:03.269383+00:00,1,13,1225.64,94.28,0,0,0.0,0.0,0,0.027,mobile_ios,credit_card
ACC_001309,RING_00081,2026-12-27T18:42:05.520942+00:00,1,6,350.88,58.48,0,0,0.0,0.0,1,0.0455,mobile_ios,credit_card
ACC_001310,RING_00081,2027-01-10T06:28:23.278987+00:00,1,6,337.62,56.27,0,0,0.0,0.0,1,0.049,mobile_ios,credit_card
ACC_001311,RING_00082,2026-06-09T00:02:43.523106+00:00,52,34,513.06,15.09,0,0,0.0,0.0,0,0.9382,emulator_bot,credit_card
ACC_001312,RING_00082,2026-06-09T00:03:27.875182+00:00,52,25,229.25,9.17,0,0,0.0,0.0,0,0.8111,emulator_bot,credit_card
ACC_001313,RING_00082,2026-06-09T00:26:52.301606+00:00,52,16,79.52,4.97,0,0,0.0,0.0,0,0.9206,emulator_bot,credit_card
ACC_001314,RING_00082,2026-06-09T00:24:48.693498+00:00,52,18,260.82,14.49,0,0,0.0,0.0,0,0.9095,emulator_bot,credit_card
ACC_001315,RING_00082,2026-06-09T00:25:47.170737+00:00,52,16,204.64,12.79,0,0,0.0,0.0,0,0.8393,emulator_bot,credit_card
ACC_001316,RING_00082,2026-06-09T00:21:18.860661+00:00,52,20,186.2,9.31,0,0,0.0,0.0,0,0.9597,emulator_bot,credit_card
ACC_001317,RING_00082,2026-06-09T00:33:24.370220+00:00,52,26,360.36,13.86,0,0,0.0,0.0,0,0.9416,emulator_bot,credit_card
ACC_001318,RING_00082,2026-06-09T00:44:38.909048+00:00,52,21,306.81,14.61,0,0,0.0,0.0,0,0.8719,emulator_bot,credit_card
ACC_001319,RING_00082,2026-06-09T00:12:24.609365+00:00,52,22,159.5,7.25,0,0,0.0,0.0,0,0.8318,emulator_bot,credit_card
ACC_001320,RING_00082,2026-06-09T00:14:33.287102+00:00,52,19,193.8,10.2,0,0,0.0,0.0,0,0.9094,emulator_bot,credit_card
ACC_001321,RING_00082,2026-06-09T00:14:32.233764+00:00,52,26,276.12,10.62,0,0,0.0,0.0,0,0.844,emulator_bot,credit_card
ACC_001322,RING_00082,2026-06-09T00:34:20.826155+00:00,52,42,170.52,4.06,0,0,0.0,0.0,0,0.9253,emulator_bot,credit_card
ACC_001323,RING_00082,2026-06-09T00:15:39.641853+00:00,52,44,777.04,17.66,0,0,0.0,0.0,0,0.8843,emulator_bot,credit_card
ACC_001324,RING_00082,2026-06-09T00:30:27.190082+00:00,52,28,351.4,12.55,0,0,0.0,0.0,0,0.976,emulator_bot,credit_card
ACC_001325,RING_00082,2026-06-09T00:20:03.896404+00:00,52,19,178.03,9.37,0,0,0.0,0.0,0,0.8507,emulator_bot,credit_card
ACC_001326,RING_00082,2026-06-09T00:27:21.072601+00:00,52,17,140.42,8.26,0,0,0.0,0.0,0,0.9695,emulator_bot,credit_card
ACC_001327,RING_00082,2026-06-09T00:37:18.341507+00:00,52,15,224.1,14.94,0,0,0.0,0.0,0,0.9489,emulator_bot,credit_card
ACC_001328,RING_00082,2026-06-09T00:23:07.958456+00:00,52,37,273.8,7.4,0,0,0.0,0.0,0,0.803,emulator_bot,credit_card
ACC_001329,RING_00082,2026-06-09T00:21:22.967642+00:00,52,36,644.76,17.91,0,0,0.0,0.0,0,0.8788,emulator_bot,credit_card
ACC_001330,RING_00082,2026-06-09T00:12:00.831376+00:00,52,20,179.8,8.99,0,0,0.0,0.0,0,0.8236,emulator_bot,credit_card
ACC_001331,RING_00082,2026-06-09T00:23:12.942371+00:00,52,35,381.15,10.89,0,0,0.0,0.0,0,0.937,emulator_bot,credit_card
ACC_001332,RING_00082,2026-06-09T00:11:48.513137+00:00,52,30,280.2,9.34,0,0,0.0,0.0,0,0.8063,emulator_bot,credit_card
ACC_001333,RING_00082,2026-06-09T00:37:57.639555+00:00,52,25,360.75,14.43,0,0,0.0,0.0,0,0.9545,emulator_bot,credit_card
ACC_001334,RING_00082,2026-06-09T00:17:29.932873+00:00,52,25,118.5,4.74,0,0,0.0,0.0,0,0.8116,emulator_bot,credit_card
ACC_001335,RING_00082,2026-06-09T00:05:48.590606+00:00,52,43,495.79,11.53,0,0,0.0,0.0,0,0.9132,emulator_bot,credit_card
ACC_001336,RING_00082,2026-06-09T00:10:47.912325+00:00,52,39,264.42,6.78,0,0,0.0,0.0,0,0.9116,emulator_bot,credit_card
ACC_001337,RING_00082,2026-06-09T00:24:03.369962+00:00,52,34,516.46,15.19,0,0,0.0,0.0,0,0.8621,emulator_bot,credit_card
ACC_001338,RING_00082,2026-06-09T00:41:13.976293+00:00,52,26,212.68,8.18,0,0,0.0,0.0,0,0.9486,emulator_bot,credit_card
ACC_001339,RING_00082,2026-06-09T00:13:31.516046+00:00,52,37,357.05,9.65,0,0,0.0,0.0,0,0.8047,emulator_bot,credit_card
ACC_001340,RING_00082,2026-06-09T00:11:53.842751+00:00,52,20,297.4,14.87,0,0,0.0,0.0,0,0.8715,emulator_bot,credit_card
ACC_001341,RING_00082,2026-06-09T00:18:17.711554+00:00,52,27,274.86,10.18,0,0,0.0,0.0,0,0.9596,emulator_bot,credit_card
ACC_001342,RING_00082,2026-06-09T00:43:32.937091+00:00,52,18,143.82,7.99,0,0,0.0,0.0,0,0.9132,emulator_bot,credit_card
ACC_001343,RING_00082,2026-06-09T00:38:02.093121+00:00,52,21,375.69,17.89,0,0,0.0,0.0,0,0.8294,emulator_bot,credit_card
ACC_001344,RING_00082,2026-06-09T00:06:44.103468+00:00,52,16,143.2,8.95,0,0,0.0,0.0,0,0.8422,emulator_bot,credit_card
ACC_001345,RING_00082,2026-06-09T00:27:37.133875+00:00,52,19,124.83,6.57,0,0,0.0,0.0,0,0.9073,emulator_bot,credit_card
ACC_001346,RING_00083,2027-02-12T02:57:06.418710+00:00,1,27,2565.54,95.02,1,0,0.037,0.0,0,0.0709,desktop_chrome,credit_card
ACC_001347,RING_00083,2026-09-02T18:40:57.549475+00:00,1,6,517.38,86.23,0,0,0.0,0.0,2,0.0724,desktop_chrome,credit_card
ACC_001348,RING_00083,2026-08-19T03:37:04.261328+00:00,1,25,3575.25,143.01,2,1,0.08,0.04,1,0.0506,desktop_chrome,credit_card
ACC_001349,RING_00083,2026-05-09T03:55:42.594603+00:00,83,24,2641.68,110.07,1,0,0.0417,0.0,2,0.0226,mobile_ios,credit_card
ACC_001350,RING_00083,2026-10-16T07:09:24.262251+00:00,1,15,1704.15,113.61,0,0,0.0,0.0,2,0.0265,desktop_chrome,credit_card
ACC_001351,RING_00083,2026-06-08T23:10:49.028644+00:00,53,10,651.7,65.17,1,0,0.1,0.0,1,0.0197,mobile_ios,credit_card
ACC_001352,RING_00083,2026-11-03T23:06:36.734522+00:00,1,8,361.12,45.14,0,0,0.0,0.0,0,0.0728,desktop_chrome,credit_card
ACC_001353,RING_00083,2026-08-25T08:40:11.583470+00:00,1,11,956.67,86.97,0,0,0.0,0.0,2,0.0311,mobile_ios,credit_card
ACC_001354,RING_00083,2027-02-01T00:13:58.055808+00:00,1,23,2347.61,102.07,2,1,0.087,0.0435,1,0.0318,desktop_chrome,credit_card
ACC_001355,RING_00083,2027-01-15T22:27:30.291802+00:00,1,24,3599.28,149.97,2,1,0.0833,0.0417,1,0.0467,mobile_ios,credit_card
ACC_001356,RING_00083,2026-07-28T18:20:41.095199+00:00,3,15,1682.1,112.14,1,0,0.0667,0.0,0,0.0726,mobile_ios,credit_card
ACC_001357,RING_00083,2026-04-24T19:46:37.409382+00:00,98,33,3402.3,103.1,1,0,0.0303,0.0,1,0.0109,mobile_ios,credit_card
ACC_001358,RING_00083,2026-06-21T08:13:37.021271+00:00,40,18,764.28,42.46,0,0,0.0,0.0,2,0.0645,mobile_ios,credit_card
ACC_001359,RING_00083,2026-03-16T06:12:35.254832+00:00,137,13,1165.06,89.62,0,0,0.0,0.0,1,0.0323,desktop_chrome,credit_card
ACC_001360,RING_00083,2026-11-02T23:09:27.858272+00:00,1,12,561.48,46.79,0,0,0.0,0.0,0,0.0141,mobile_ios,credit_card
ACC_001361,RING_00083,2026-11-11T01:48:12.694145+00:00,1,23,2772.88,120.56,2,1,0.087,0.0435,2,0.0663,mobile_ios,credit_card
ACC_001362,RING_00083,2026-03-25T11:09:59.342292+00:00,128,23,3374.1,146.7,0,0,0.0,0.0,0,0.0365,mobile_ios,credit_card
ACC_001363,RING_00083,2026-03-01T23:31:25.939450+00:00,152,24,2748.24,114.51,1,0,0.0417,0.0,1,0.0735,mobile_ios,credit_card
ACC_001364,RING_00083,2026-05-25T18:05:03.682365+00:00,67,16,1799.84,112.49,0,0,0.0,0.0,1,0.0402,mobile_ios,credit_card
ACC_001365,RING_00083,2027-01-03T06:17:24.394872+00:00,1,29,1367.35,47.15,2,1,0.069,0.0345,1,0.0197,mobile_ios,credit_card
ACC_001366,RING_00083,2026-08-09T04:16:26.970501+00:00,1,9,843.84,93.76,0,0,0.0,0.0,1,0.0222,desktop_chrome,credit_card
ACC_001367,RING_00083,2026-11-16T00:41:32.524202+00:00,1,12,874.92,72.91,0,0,0.0,0.0,0,0.0378,mobile_ios,credit_card
ACC_001368,RING_00084,2026-09-11T20:59:12.378603+00:00,1,26,2103.66,80.91,1,0,0.0385,0.0,0,0.0875,mobile_ios,debit_card
ACC_001369,RING_00085,2026-09-27T16:43:41.269282+00:00,1,24,2881.92,120.08,1,0,0.0417,0.0,1,0.0299,mobile_ios,credit_card
ACC_001370,RING_00085,2026-07-02T06:31:30.152626+00:00,29,19,2030.15,106.85,0,0,0.0,0.0,2,0.0285,mobile_ios,credit_card
ACC_001371,RING_00085,2027-02-15T21:28:44.260700+00:00,1,42,3989.16,94.98,3,1,0.0714,0.0238,1,0.0233,mobile_android,credit_card
ACC_001372,RING_00085,2026-07-12T14:39:59.857604+00:00,19,44,2403.72,54.63,4,3,0.0909,0.0682,1,0.0163,mobile_ios,credit_card
ACC_001373,RING_00086,2026-11-07T22:34:06.807192+00:00,1,26,1883.7,72.45,1,0,0.0385,0.0,0,0.0798,mobile_ios,debit_card
ACC_001374,RING_00087,2026-10-21T16:03:36.439243+00:00,1,37,2217.04,59.92,3,2,0.0811,0.0541,1,0.0176,desktop_chrome,paypal
ACC_001375,RING_00088,2026-02-01T00:06:02.090511+00:00,180,34,420.24,12.36,0,0,0.0,0.0,0,0.9414,emulator_bot,credit_card
ACC_001376,RING_00088,2026-02-01T00:35:11.343487+00:00,180,15,217.05,14.47,0,0,0.0,0.0,0,0.9625,emulator_bot,credit_card
ACC_001377,RING_00088,2026-02-01T00:12:13.737282+00:00,180,44,277.64,6.31,0,0,0.0,0.0,0,0.8479,emulator_bot,credit_card
ACC_001378,RING_00088,2026-02-01T00:36:49.986161+00:00,180,18,142.38,7.91,0,0,0.0,0.0,0,0.8279,emulator_bot,credit_card
ACC_001379,RING_00088,2026-02-01T00:16:34.962351+00:00,180,42,237.72,5.66,0,0,0.0,0.0,0,0.8953,emulator_bot,credit_card
ACC_001380,RING_00088,2026-02-01T00:16:35.875000+00:00,180,34,514.08,15.12,0,0,0.0,0.0,0,0.8678,emulator_bot,credit_card
ACC_001381,RING_00088,2026-02-01T00:33:46.546454+00:00,180,19,178.79,9.41,0,0,0.0,0.0,0,0.9568,emulator_bot,credit_card
ACC_001382,RING_00088,2026-02-01T00:22:57.717592+00:00,180,26,405.86,15.61,0,0,0.0,0.0,0,0.874,emulator_bot,credit_card
ACC_001383,RING_00088,2026-02-01T00:09:02.639051+00:00,180,26,204.36,7.86,0,0,0.0,0.0,0,0.9187,emulator_bot,credit_card
ACC_001384,RING_00088,2026-02-01T00:38:16.103080+00:00,180,21,277.41,13.21,0,0,0.0,0.0,0,0.8933,emulator_bot,credit_card
ACC_001385,RING_00088,2026-02-01T00:15:18.413665+00:00,180,18,272.52,15.14,0,0,0.0,0.0,0,0.8841,emulator_bot,credit_card
ACC_001386,RING_00088,2026-02-01T00:04:37.497254+00:00,180,44,208.56,4.74,0,0,0.0,0.0,0,0.8761,emulator_bot,credit_card
ACC_001387,RING_00088,2026-02-01T00:18:43.202821+00:00,180,15,263.55,17.57,0,0,0.0,0.0,0,0.8712,emulator_bot,credit_card
ACC_001388,RING_00088,2026-02-01T00:25:49.696761+00:00,180,23,372.6,16.2,0,0,0.0,0.0,0,0.8234,emulator_bot,credit_card
ACC_001389,RING_00088,2026-02-01T00:27:26.690402+00:00,180,36,451.8,12.55,0,0,0.0,0.0,0,0.8995,emulator_bot,credit_card
ACC_001390,RING_00088,2026-02-01T00:37:36.141182+00:00,180,41,339.48,8.28,0,0,0.0,0.0,0,0.9607,emulator_bot,credit_card
ACC_001391,RING_00088,2026-02-01T00:24:21.798424+00:00,180,43,231.77,5.39,0,0,0.0,0.0,0,0.9353,emulator_bot,credit_card
ACC_001392,RING_00088,2026-02-01T00:10:04.018304+00:00,180,30,174.9,5.83,0,0,0.0,0.0,0,0.933,emulator_bot,credit_card
ACC_001393,RING_00088,2026-02-01T00:11:46.499093+00:00,180,38,483.74,12.73,0,0,0.0,0.0,0,0.937,emulator_bot,credit_card
ACC_001394,RING_00088,2026-02-01T00:04:32.269588+00:00,180,15,140.1,9.34,0,0,0.0,0.0,0,0.86,emulator_bot,credit_card
ACC_001395,RING_00088,2026-02-01T00:33:06.995581+00:00,180,33,188.1,5.7,0,0,0.0,0.0,0,0.9098,emulator_bot,credit_card
ACC_001396,RING_00088,2026-02-01T00:04:46.042176+00:00,180,31,375.41,12.11,0,0,0.0,0.0,0,0.9669,emulator_bot,credit_card
ACC_001397,RING_00088,2026-02-01T00:27:15.694107+00:00,180,42,290.64,6.92,0,0,0.0,0.0,0,0.8353,emulator_bot,credit_card
ACC_001398,RING_00089,2026-04-10T14:28:52.477388+00:00,112,19,1506.51,79.29,0,0,0.0,0.0,1,0.0184,mobile_android,credit_card
ACC_001399,RING_00089,2026-12-22T03:56:46.942898+00:00,1,12,805.56,67.13,0,0,0.0,0.0,1,0.018,mobile_ios,credit_card
ACC_001400,RING_00089,2026-06-13T18:58:23.826664+00:00,48,34,4065.72,119.58,3,1,0.0882,0.0294,1,0.0131,mobile_android,credit_card
ACC_001401,RING_00089,2027-05-16T22:14:55.892919+00:00,1,34,2166.14,63.71,2,1,0.0588,0.0294,1,0.0226,mobile_android,credit_card
ACC_001402,RING_00090,2027-03-20T13:43:42.843721+00:00,1,12,504.36,42.03,0,0,0.0,0.0,2,0.0734,mobile_ios,credit_card
ACC_001403,RING_00090,2027-03-05T21:14:10.336265+00:00,1,30,4320.3,144.01,2,1,0.0667,0.0333,0,0.0481,mobile_ios,credit_card
ACC_001404,RING_00090,2027-03-30T12:06:46.458171+00:00,1,12,1241.16,103.43,0,0,0.0,0.0,2,0.0535,mobile_ios,credit_card
ACC_001405,RING_00090,2027-04-22T21:15:38.239468+00:00,1,31,2673.44,86.24,1,0,0.0323,0.0,1,0.0464,desktop_chrome,credit_card
ACC_001406,RING_00090,2027-01-11T16:01:04.916677+00:00,1,9,1301.67,144.63,0,0,0.0,0.0,1,0.0377,desktop_chrome,credit_card
ACC_001407,RING_00090,2027-03-18T14:52:40.691036+00:00,1,18,1511.82,83.99,0,0,0.0,0.0,0,0.0605,mobile_ios,credit_card
ACC_001408,RING_00090,2026-08-09T04:29:07.615488+00:00,1,13,1752.14,134.78,1,0,0.0769,0.0,0,0.0284,desktop_chrome,credit_card
ACC_001409,RING_00091,2026-02-26T00:07:55.092080+00:00,155,1,50.55,50.55,0,0,0.0,0.0,0,0.9144,desktop_chrome,virtual_card
ACC_001410,RING_00091,2026-02-26T00:19:17.298927+00:00,155,1,50.51,50.51,0,0,0.0,0.0,0,0.8925,desktop_chrome,virtual_card
ACC_001411,RING_00091,2026-02-26T00:02:51.891541+00:00,155,1,49.79,49.79,0,0,0.0,0.0,0,0.8871,desktop_chrome,virtual_card
ACC_001412,RING_00091,2026-02-26T00:13:54.319600+00:00,155,1,51.99,51.99,0,0,0.0,0.0,0,0.9047,desktop_chrome,virtual_card
ACC_001413,RING_00091,2026-02-26T00:14:50.516794+00:00,155,1,49.91,49.91,0,0,0.0,0.0,0,0.8938,desktop_chrome,virtual_card
ACC_001414,RING_00091,2026-02-26T00:00:33.156150+00:00,155,1,49.29,49.29,0,0,0.0,0.0,0,0.8652,desktop_chrome,virtual_card
ACC_001415,RING_00091,2026-02-26T00:00:53.978566+00:00,155,1,50.03,50.03,0,0,0.0,0.0,0,0.862,desktop_chrome,virtual_card
ACC_001416,RING_00091,2026-02-26T00:07:42.360258+00:00,155,1,50.24,50.24,0,0,0.0,0.0,0,0.7515,desktop_chrome,virtual_card
ACC_001417,RING_00091,2026-02-26T00:15:13.613159+00:00,155,1,49.69,49.69,0,0,0.0,0.0,0,0.7572,desktop_chrome,virtual_card
ACC_001418,RING_00091,2026-02-26T00:24:03.944993+00:00,155,1,50.28,50.28,0,0,0.0,0.0,0,0.8928,desktop_chrome,virtual_card
ACC_001419,RING_00091,2026-02-26T00:02:16.175265+00:00,155,1,51.21,51.21,0,0,0.0,0.0,0,0.8841,desktop_chrome,virtual_card
ACC_001420,RING_00091,2026-02-26T00:17:34.744160+00:00,155,1,51.42,51.42,0,0,0.0,0.0,0,0.8132,desktop_chrome,virtual_card
ACC_001421,RING_00091,2026-02-26T00:17:19.074183+00:00,155,1,50.52,50.52,0,0,0.0,0.0,0,0.8364,desktop_chrome,virtual_card
ACC_001422,RING_00091,2026-02-26T00:16:44.211365+00:00,155,1,49.34,49.34,0,0,0.0,0.0,0,0.8517,desktop_chrome,virtual_card
ACC_001423,RING_00092,2026-09-30T06:39:41.717000+00:00,1,23,1446.7,62.9,0,0,0.0,0.0,1,0.0271,mobile_ios,credit_card
ACC_001424,RING_00092,2026-03-09T17:49:39.078848+00:00,144,6,575.34,95.89,0,0,0.0,0.0,1,0.0703,desktop_chrome,credit_card
ACC_001425,RING_00092,2026-02-15T14:48:52.207118+00:00,166,10,548.9,54.89,0,0,0.0,0.0,2,0.0351,mobile_ios,credit_card
ACC_001426,RING_00092,2026-04-12T00:27:39.288281+00:00,110,22,1665.4,75.7,1,0,0.0455,0.0,0,0.0586,mobile_ios,credit_card
ACC_001427,RING_00092,2026-12-28T16:35:25.044712+00:00,1,22,1252.02,56.91,2,1,0.0909,0.0455,1,0.0725,mobile_ios,credit_card
ACC_001428,RING_00092,2026-05-22T19:23:30.269602+00:00,70,19,1457.11,76.69,1,0,0.0526,0.0,1,0.0583,mobile_ios,credit_card
ACC_001429,RING_00092,2026-06-14T01:12:35.935000+00:00,47,17,1941.4,114.2,1,0,0.0588,0.0,1,0.0711,desktop_chrome,credit_card
ACC_001430,RING_00093,2027-03-17T05:12:53.791243+00:00,1,28,4466.56,159.52,1,0,0.0357,0.0,3,0.05,mobile_ios,debit_card
ACC_001431,RING_00093,2027-02-03T06:34:27.908104+00:00,1,38,5042.6,132.7,2,1,0.0526,0.0263,2,0.0349,desktop_chrome,debit_card
ACC_001432,RING_00093,2026-07-16T01:02:17.405351+00:00,15,26,3536.26,136.01,0,0,0.0,0.0,3,0.0585,mobile_android,credit_card
ACC_001433,RING_00093,2027-02-24T06:16:25.921069+00:00,1,25,1778.25,71.13,2,1,0.08,0.04,3,0.0334,desktop_chrome,debit_card
ACC_001434,RING_00093,2026-09-10T11:44:59.533622+00:00,1,28,3503.08,125.11,2,1,0.0714,0.0357,3,0.0236,mobile_ios,debit_card
ACC_001435,RING_00093,2026-05-08T00:00:18.463515+00:00,84,35,5486.6,156.76,1,0,0.0286,0.0,3,0.0645,mobile_android,debit_card
ACC_001436,RING_00093,2026-07-29T21:37:09.372849+00:00,2,24,1691.28,70.47,2,1,0.0833,0.0417,1,0.0535,mobile_ios,credit_card
ACC_001437,RING_00093,2026-06-18T22:30:50.652288+00:00,43,33,3675.87,111.39,1,0,0.0303,0.0,2,0.0527,mobile_ios,debit_card
ACC_001438,RING_00093,2027-03-27T13:20:21.801982+00:00,1,37,3571.24,96.52,2,1,0.0541,0.027,3,0.0572,mobile_android,debit_card
ACC_001439,RING_00093,2026-07-25T19:48:35.400286+00:00,6,17,2156.11,126.83,1,0,0.0588,0.0,3,0.0328,mobile_ios,debit_card
ACC_001440,RING_00093,2026-12-27T06:33:09.940646+00:00,1,12,1198.8,99.9,0,0,0.0,0.0,2,0.045,desktop_chrome,debit_card
ACC_001441,RING_00093,2026-10-07T18:19:49.521861+00:00,1,25,3467.75,138.71,1,0,0.04,0.0,3,0.0266,mobile_ios,debit_card
ACC_001442,RING_00093,2027-01-29T11:03:51.457413+00:00,1,24,1236.0,51.5,2,1,0.0833,0.0417,3,0.0411,desktop_chrome,credit_card
ACC_001443,RING_00093,2026-12-27T12:20:58.307671+00:00,1,27,4196.34,155.42,1,0,0.037,0.0,2,0.0554,mobile_ios,debit_card
ACC_001444,RING_00093,2026-10-13T17:43:55.089638+00:00,1,33,2833.05,85.85,1,0,0.0303,0.0,2,0.0357,desktop_chrome,debit_card
ACC_001445,RING_00093,2026-12-08T18:29:21.354308+00:00,1,22,2247.3,102.15,0,0,0.0,0.0,1,0.0213,mobile_ios,credit_card
ACC_001446,RING_00093,2026-07-31T07:00:46.711924+00:00,1,18,1905.12,105.84,0,0,0.0,0.0,3,0.0155,desktop_chrome,credit_card
ACC_001447,RING_00093,2027-01-02T12:39:45.072349+00:00,1,25,3910.5,156.42,1,0,0.04,0.0,1,0.0364,desktop_chrome,credit_card
ACC_001448,RING_00093,2026-03-10T08:00:43.403243+00:00,143,35,2708.3,77.38,1,0,0.0286,0.0,3,0.034,desktop_chrome,debit_card
ACC_001449,RING_00093,2027-02-24T16:31:57.407517+00:00,1,22,3134.12,142.46,1,0,0.0455,0.0,1,0.0442,mobile_ios,debit_card
ACC_001450,RING_00093,2027-01-12T00:27:08.555005+00:00,1,20,2722.6,136.13,0,0,0.0,0.0,2,0.0441,mobile_android,debit_card
ACC_001451,RING_00093,2026-06-18T04:39:25.915103+00:00,43,23,2103.58,91.46,2,1,0.087,0.0435,2,0.0568,desktop_chrome,debit_card
ACC_001452,RING_00093,2026-11-05T17:10:56.761650+00:00,1,29,2528.8,87.2,2,1,0.069,0.0345,3,0.0432,desktop_chrome,debit_card
ACC_001453,RING_00094,2026-07-10T22:14:44.251752+00:00,21,18,1764.18,98.01,1,0,0.0556,0.0,2,0.0149,mobile_ios,credit_card
ACC_001454,RING_00094,2026-06-12T06:15:11.852677+00:00,49,17,2398.87,141.11,0,0,0.0,0.0,1,0.0135,mobile_ios,debit_card
ACC_001455,RING_00094,2026-06-26T01:56:44.768153+00:00,35,17,1818.32,106.96,1,0,0.0588,0.0,1,0.0649,mobile_android,debit_card
ACC_001456,RING_00094,2027-05-02T06:08:45.387924+00:00,1,13,1362.53,104.81,0,0,0.0,0.0,1,0.0152,mobile_android,credit_card
ACC_001457,RING_00094,2027-01-29T23:12:21.140433+00:00,1,39,5575.83,142.97,2,1,0.0513,0.0256,1,0.0672,mobile_ios,credit_card
ACC_001458,RING_00094,2026-09-02T00:57:23.229217+00:00,1,34,2318.8,68.2,1,0,0.0294,0.0,3,0.0218,desktop_chrome,credit_card
ACC_001459,RING_00094,2026-05-03T15:30:21.472074+00:00,89,16,1325.12,82.82,1,0,0.0625,0.0,1,0.0466,mobile_android,debit_card
ACC_001460,RING_00094,2026-07-14T02:17:50.737648+00:00,17,39,6015.75,154.25,0,0,0.0,0.0,3,0.0101,mobile_android,credit_card
ACC_001461,RING_00094,2026-07-01T00:03:27.466667+00:00,30,31,4362.32,140.72,2,1,0.0645,0.0323,1,0.0607,desktop_chrome,debit_card
ACC_001462,RING_00094,2027-05-14T08:04:21.444349+00:00,1,16,1040.48,65.03,1,0,0.0625,0.0,2,0.0482,mobile_android,credit_card
ACC_001463,RING_00094,2026-11-09T21:59:07.203915+00:00,1,39,3277.17,84.03,2,1,0.0513,0.0256,1,0.0323,desktop_chrome,debit_card
ACC_001464,RING_00094,2027-03-30T11:33:13.653645+00:00,1,24,2628.24,109.51,1,0,0.0417,0.0,1,0.0674,mobile_android,debit_card
ACC_001465,RING_00094,2026-07-26T19:13:10.953264+00:00,5,16,784.32,49.02,0,0,0.0,0.0,3,0.0207,mobile_ios,debit_card
ACC_001466,RING_00094,2027-01-23T23:50:52.139097+00:00,1,39,4847.7,124.3,2,1,0.0513,0.0256,2,0.0618,desktop_chrome,credit_card
ACC_001467,RING_00094,2027-05-02T11:13:12.234252+00:00,1,38,2048.2,53.9,1,0,0.0263,0.0,1,0.012,mobile_android,credit_card
ACC_001468,RING_00094,2026-09-29T00:18:05.690215+00:00,1,13,1162.59,89.43,0,0,0.0,0.0,2,0.0305,mobile_android,credit_card
ACC_001469,RING_00094,2026-04-13T07:07:32.991315+00:00,109,12,1827.36,152.28,0,0,0.0,0.0,3,0.0566,desktop_chrome,credit_card
ACC_001470,RING_00094,2026-06-10T01:49:53.877201+00:00,51,16,2148.64,134.29,1,0,0.0625,0.0,3,0.0625,mobile_ios,debit_card
ACC_001471,RING_00094,2027-04-16T05:26:58.932288+00:00,1,29,2250.98,77.62,0,0,0.0,0.0,1,0.0469,mobile_ios,debit_card
ACC_001472,RING_00094,2026-05-21T06:36:44.231485+00:00,71,39,3582.15,91.85,2,1,0.0513,0.0256,1,0.03,mobile_android,credit_card
ACC_001473,RING_00094,2027-01-31T00:27:34.820011+00:00,1,39,2625.48,67.32,2,1,0.0513,0.0256,1,0.0528,mobile_ios,credit_card
ACC_001474,RING_00094,2027-03-29T17:36:00.298179+00:00,1,33,4130.61,125.17,2,1,0.0606,0.0303,1,0.0309,mobile_ios,credit_card
ACC_001475,RING_00094,2027-03-20T02:40:25.387134+00:00,1,17,2568.53,151.09,0,0,0.0,0.0,3,0.044,mobile_android,credit_card
ACC_001476,RING_00095,2026-03-13T00:31:29.082961+00:00,140,44,331.32,7.53,0,0,0.0,0.0,0,0.9381,emulator_bot,credit_card
ACC_001477,RING_00095,2026-03-13T00:15:15.013649+00:00,140,24,410.4,17.1,0,0,0.0,0.0,0,0.8587,emulator_bot,credit_card
ACC_001478,RING_00095,2026-03-13T00:31:01.914526+00:00,140,16,164.96,10.31,0,0,0.0,0.0,0,0.951,emulator_bot,credit_card
ACC_001479,RING_00095,2026-03-13T00:36:14.014267+00:00,140,35,557.9,15.94,0,0,0.0,0.0,0,0.8493,emulator_bot,credit_card
ACC_001480,RING_00095,2026-03-13T00:39:29.460370+00:00,140,39,207.09,5.31,0,0,0.0,0.0,0,0.9378,emulator_bot,credit_card
ACC_001481,RING_00095,2026-03-13T00:02:00.742661+00:00,140,23,298.54,12.98,0,0,0.0,0.0,0,0.9798,emulator_bot,credit_card
ACC_001482,RING_00095,2026-03-13T00:34:49.075468+00:00,140,30,324.9,10.83,0,0,0.0,0.0,0,0.9607,emulator_bot,credit_card
ACC_001483,RING_00095,2026-03-13T00:06:37.283730+00:00,140,17,217.43,12.79,0,0,0.0,0.0,0,0.9663,emulator_bot,credit_card
ACC_001484,RING_00095,2026-03-13T00:31:25.308192+00:00,140,44,550.44,12.51,0,0,0.0,0.0,0,0.9102,emulator_bot,credit_card
ACC_001485,RING_00095,2026-03-13T00:16:43.488657+00:00,140,24,197.28,8.22,0,0,0.0,0.0,0,0.8348,emulator_bot,credit_card
ACC_001486,RING_00095,2026-03-13T00:31:51.041904+00:00,140,34,239.7,7.05,0,0,0.0,0.0,0,0.8276,emulator_bot,credit_card
